Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Pool,Price,Location
2289 Caminito Pasada #107,1 Bed,1 Bath,876 sqft,1978,1 Car Garage,Pool,"$550,000",San Diego
3505 Angelucci St #1F,2 Beds,2 Baths,872 sqft,1980,2 Parking Spaces,Pool,"$449,000",San Diego
8787 Covina St,3 Beds,2 Baths,"1,073 sqft",1973,2 Car Garage,Yes,"$855,000",San Diego
715 Braun Ave,4 Beds,2 Baths,"1,184 sqft",1973,2 Car Garage,No,"$575,000",San Diego
13810 Etude Rd,4 Beds,3 Baths,"2,079 sqft",1992,3 Car Garage,Yes,"$1,248,888",San Diego
4150 34th St #4,2 Beds,2 Baths,862 sqft,1986,Garage,,"$445,000",San Diego
425 W Beech St #422,2 Beds,2 Baths,"1,075 sqft",2004,Garage,Pool,"$569,000",San Diego
3500 Jewell St,6 Beds,8 Baths,"4,743 sqft",2019,Garage,Yes,"$4,295,000",San Diego
6581 Clara Lee Ave,3 Beds,1 Bath,"1,006 sqft",1958,2 Car Garage,No,"$675,000",San Diego
3515 Monair Dr #F,2 Beds,2 Baths,970 sqft,1981,2 Parking Spaces,No,"$575,000",San Diego
4764 Mount Durban Dr,3 Beds,2 Baths,"1,288 sqft",1960,Garage,No,"$959,800",San Diego
7650 Norcanyon Way,4 Beds,3 Baths,"2,293 sqft",1990,3 Car Garage,No,"$1,239,000",San Diego
13309 Caminito Ciera #113,1 Bed,1 Bath,572 sqft ,1989,1 Parking Spaces,Pool,"$374,900",San Diego
10596 Viacha Dr,4 Beds,3 Baths,"1,920 sqft",1978,2 Car Garage,Yes,"$1,199,900",San Diego
8652 Rideabout Ln,3 Beds,3 Baths,"1,439 sqft",1987,2 Car Garage,No,"$899,000",San Diego
837 Raven St,4 Beds,2 Baths,"1,302 sqft",1971,1 Car Garage,Pool,"$600,000",San Diego
1864 Sunset Blvd,5 Beds,4 Baths,"3,358 sqft",1936,Garage,No,"$2,799,900",San Diego
777 6th Ave #421,1 Bed,1 Bath,631 sqft,2006,No Info,,"$369,999",San Diego
8860 Hightail Dr,4 Beds,3 Baths,"2,695 sqft",2017,2 Car Garage,No,"$1,079,000",San Diego
6772 Delfern St,2 Beds,2 Baths,"1,123 sqft",1956,Garage,No,"$750,000",San Diego
264 68th St,3 Beds,2 Baths,"1,076 sqft",1970,2 Car Garage,No,"$599,000",San Diego
5826 Roanoke St,3 Beds,2 Baths,"1,502 sqft",1958,Garage,No,"$689,000",San Diego
11361 Raedene Way,5 Beds,3 Baths,"3,736 sqft",2002,2 Car Garage,No,"$1,795,000",San Diego
6384 Saint Therese Way,4 Beds,3 Baths,"3,093 sqft ",1978,2 Car Garage,Yes,"$1,160,000",San Diego
1940 3rd Ave #207,1 Bed,1 Bath,861 sqft,1981,Garage,,"$460,000",San Diego
3451 Bayonne Dr,5 Beds,5 Baths,"3,182 sqft",2017,Garage,No,"$2,950,000",San Diego
3328 Hawk St,3 Beds,4 Baths,"2,463 sqft",1961,2 Car Garage,No,"$1,825,000",San Diego
6045 Daisy Ave,3 Beds,2 Baths,"1,550 sqft",1975,2 Car Garage,No,"$720,000",San Diego
3535 Madison Ave #212,1 Bed,1 Bath,650 sqft ,1984,1 Parking Spaces,Pool,"$409,000",San Diego
2363 Hanford Dr,4 Beds,2 Baths,"1,296 sqft",1980,Garage,No,"$815,000",San Diego
6342 Caminito Del Pastel,2 Beds,2 Baths,"1,110 sqft",1986,2 Car Garage,Pool,"$699,000",San Diego
6334 Sycamore Ln,5 Beds,4 Baths,"3,178 sqft",2015,Garage,No,"$1,949,000",San Diego
420 Sicard St,2 Beds,2 Baths,792 sqft,1970,Garage,No,"$549,000",San Diego
5126 Seaglen Way,4 Beds,3 Baths,"2,092 sqft",2003,2 Car Garage,No,"$749,000",San Diego
13800 Boquita Dr,4 Beds,3 Baths,"2,113 sqft",2007,2 Car Garage,No,"$1,995,000",San Diego
4860 Rolando Ct #60,1 Bed,1 Bath,578 sqft,1973,No Info,Pool,"$275,000",San Diego
13003 Evening Creek Dr S #3,2 Beds,3 Baths,"1,540 sqft",2005,Garage,Pool,"$708,900",San Diego
10433 Monterey Ridge Dr,4 Beds,4 Baths,"3,111 sqft",2010,3 Car Garage,No,"$1,629,000",San Diego
1862 Hanford Dr,4 Beds,2 Baths,"1,137 sqft",1984,1 Car Garage,No,"$729,000",San Diego
3872 Tiara St,3 Beds,2 Baths,"1,613 sqft",1958,2 Car Garage,No,"$849,900",San Diego
4502 Chinook Ct,5 Beds,5 Baths,"3,363 sqft",2018,2 Car Garage,No,"$1,675,000",San Diego
3705 Bancroft St,3 Beds,3 Baths,"1,680 sqft",1943,No Info,No,"$999,500",San Diego
4485 32nd St,3 Beds,2 Baths,"1,147 sqft",1925,3 Open Spaces,No,"$979,000",San Diego
10966 Janice Ct,4 Beds,2 Baths,"1,178 sqft",1985,2 Car Garage,No,"$840,000",San Diego
3760 Harding Ave,3 Beds,2 Baths,"1,200 sqft",2014,1 Car Garage,No,"$589,878",San Diego
13668 Landfair Rd,4 Beds,4 Baths,"3,071 sqft",1985,3 Car Garage,Yes,"$2,695,000",San Diego
16750 Coyote Bush Dr #87,3 Beds,3 Baths,"1,787 sqft",2019,2 Car Garage,Pool,"$865,000",San Diego
5268 Meadows Del Mar,5 Beds,6 Baths,"4,706 sqft",2000,4 Car Garage,No,"$3,150,000",San Diego
5511 Meadows Del Mar,7 Beds,8 Baths,"6,253 sqft ",2004,3 Car Garage,Yes,"$3,895,000",San Diego
5401 La Jolla Mesa Dr,4 Beds,3 Baths,"2,555 sqft",2012,2 Car Garage,No,"$2,000,000",San Diego
1410 Inspiration Dr,6 Beds,8 Baths,"11,404 sqft ",2013,20 Car Garage,Yes,"$26,000,000",San Diego
5544 Trinidad Way,4 Beds,2 Baths,"1,719 sqft",1954,1 Car Garage,No,"$599,000",San Diego
6820 Lanewood Ct,4 Beds,3 Baths,"2,163 sqft",1963,2 Car Garage,No,"$1,149,000",San Diego
1735 San Eugenio,3 Beds,3 Baths,"1,686 sqft ",2016,2 Car Garage,No,"$579,000",San Diego
10771 Black Mountain Rd #123,3 Beds,2 Baths,"1,488 sqft",2014,No Info,,"$259,500",San Diego
10831 Red Fern Cir,2 Beds,2 Baths,"1,448 sqft",1986,2 Car Garage,No,"$999,900",San Diego
2104 Emerald St,5 Beds,3 Baths,"2,058 sqft",2000,Garage,No,"$1,699,000",San Diego
5885 El Cajon Blvd #312,2 Beds,2 Baths,"1,123 sqft",1984,1 Parking Spaces,Pool,"$379,000",San Diego
5455 Caminito Herminia,3 Beds,3 Baths,"2,062 sqft",1971,2 Car Garage,Pool,"$1,200,000",San Diego
8979 Jade Coast Ln,4 Beds,3 Baths,"1,595 sqft",1974,2 Car Garage,No,"$848,000",San Diego
4022 Datcho Dr,2 Beds,1 Bath,806 sqft,1954,1 Car Garage,No,"$749,900",San Diego
9521 La Jolla Farms Rd,7 Beds,7 Baths,"7,466 sqft",2015,4 Car Garage,Yes,"$7,380,000",San Diego
328 Meadowbrook Dr,3 Beds,2 Baths,993 sqft,1962,2 Car Garage,No,"$475,000",San Diego
889 Loma Valley Pl,3 Beds,3 Baths,"1,571 sqft ",1959,Garage,No,"$1,625,000",San Diego
1124 Pyramid St,4 Beds,2 Baths,"1,542 sqft",1958,2 Car Garage,No,"$645,000",San Diego
725 Salem Ct,3 Beds,3 Baths,"1,227 sqft",1978,2 Car Garage,No,"$1,795,000",San Diego
6333 La Jolla Blvd #175,1 Bed,1 Bath,713 sqft,1970,1 Car Garage,Pool,"$549,000",San Diego
10931 Caminito Arcada,3 Beds,3 Baths,"1,058 sqft ",1997,2 Car Garage,No,"$699,000",San Diego
11032 Ipai Ct,5 Beds,5 Baths,"3,476 sqft",1997,3 Car Garage,No,"$1,599,000",San Diego
2665 Lange Ave,4 Beds,2 Baths,"1,590 sqft",1962,2 Car Garage,No,"$1,375,000",San Diego
3711 Indian Way,3 Beds,2 Baths,"1,116 sqft",1954,Attached Garage,No,"$799,000",San Diego
3030 Nile St,3 Beds,2 Baths,"1,094 sqft",1958,None,No,"$899,900",San Diego
1080 Park Blvd #916,2 Beds,2 Baths,913 sqft ,2007,2 Car Garage,,"$500,000",San Diego
4204 Albatross Dr,3 Beds,3 Baths,"1,980 sqft",1975,3 Car Garage,No,"$1,680,000",San Diego
12186 Lomica Dr,3 Beds,3 Baths,"1,530 sqft",1965,1 Car Garage,No,"$849,900",San Diego
17915 Caminito Pinero #164,3 Beds,2 Baths,"1,218 sqft ",2004,No Info,Pool,"$515,000",San Diego
4211 Alabama St,2 Beds,1 Bath,640 sqft,1925,Garage,No,"$695,000",San Diego
2727 Morena Blvd #104,2 Beds,2 Baths,"1,040 sqft ",1974,2 Parking Spaces,Pool,"$549,900",San Diego
1796 Sutter St,3 Beds,2 Baths,"1,264 sqft",1929,Open Parking,No,"$975,000",San Diego
3661 43rd St #3,1 Bed,1 Bath,590 sqft,1978,Garage,No,"$304,999",San Diego
4045 Couts St,4 Beds,3 Baths,"2,555 sqft",1953,Garage,No,"$2,150,000",San Diego
3774 Mykonos Ln #69,2 Beds,3 Baths,"1,202 sqft",2002,2 Car Garage,Pool,"$799,000",San Diego
16019 Avenida Aveiro,2 Beds,2 Baths,"1,597 sqft",1985,2 Car Garage,No,"$799,999",San Diego
9660 Black Gold Rd,6 Beds,5 Baths,"6,919 sqft ",1984,4 Car Garage,Yes,"$6,999,000",San Diego
1228 Park Row,4 Beds,4 Baths,"4,683 sqft",2016,Garage,Yes,"$6,995,000",San Diego
4151 Mission Blvd #203,3 Beds,3 Baths,"1,510 sqft",2010,2 Car Garage,,"$1,164,900",San Diego
7016 Park Mesa Way,1 Bed,1 Bath,880 sqft,1980,1 Car Garage,Pool,"$469,900",San Diego
4656 Pocahontas Ave,3 Beds,2 Baths,"1,070 sqft",1955,2 Car Garage,No,"$849,000",San Diego
7767 Chadamy Way,4 Beds,4 Baths,"2,793 sqft",2013,2 Car Garage,No,"$1,850,000",San Diego
2462-64 Tuberose St,4 Beds,4 Baths,"2,044 sqft",1983,Open Parking,,"$849,000",San Diego
10276 Perez Ct,4 Beds,3 Baths,"1,907 sqft",1973,2 Car Garage,No,"$989,000",San Diego
1007 Winston Dr,3 Beds,2 Baths,"1,756 sqft",1964,2 Car Garage,No,"$680,000",San Diego
850 State St #425,1 Bed,1 Bath,666 sqft,1985,2 Car Garage,Pool,"$424,900",San Diego
5787 Tooley St,4 Beds,3 Baths,"1,850 sqft",1979,2 Car Garage,No,"$749,900",San Diego
425 W Beech St #604,2 Beds,2 Baths,914 sqft,2004,Garage,Pool,"$555,000",San Diego
16418 Calloway Dr,4 Beds,3 Baths,"2,317 sqft",2003,2 Car Garage,No,"$1,425,000",San Diego
9590 Hiker Hill Rd,4 Beds,3 Baths,"2,107 sqft",1981,2 Car Garage,,"$995,000",San Diego
860 Turquoise St #225,1 Bed,1 Bath,700 sqft,1980,Garage,Pool,"$539,000",San Diego
2768 Casey St,3 Beds,2 Baths,"1,224 sqft ",1980,1 Carport Spaces,Pool,"$495,000",San Diego
7805 Doug Hl,4 Beds,4 Baths,"3,706 sqft ",2003,3 Car Garage,Yes,"$2,495,000",San Diego
422 Rosecrans St #3,2 Beds,2 Baths,"1,084 sqft ",1990,Garage,,"$779,000",San Diego
1240 India St #2301,2 Beds,2 Baths,"1,220 sqft ",2003,Garage,Pool,"$929,700",San Diego
1828 Cable St,3 Beds,2 Baths,"1,326 sqft",1984,Garage,No,"$1,348,900",San Diego
303 47th St #A32,3 Beds,2 Baths,"1,248 sqft",2015,No Info,Pool,"$229,900",San Diego
17944 Avenida Alozdra,2 Beds,2 Baths,"1,471 sqft",1988,2 Car Garage,Pool,"$679,500",San Diego
8211 Station Village Ln #1210,3 Beds,2 Baths,"1,538 sqft ",2005,Garage,Pool,"$725,000",San Diego
3929 Nobel Dr #82,2 Beds,2 Baths,"1,080 sqft ",1987,No Info,Pool,"$625,000",San Diego
8427 Via Mallorca #118,2 Beds,2 Baths,"1,074 sqft",1977,2 Car Garage,Pool,"$699,000",San Diego
10034 Parkdale Ave,3 Beds,2 Baths,"1,266 sqft",1986,2 Car Garage,No,"$820,000",San Diego
1414 Edgemont St,2 Beds,2 Baths,"1,155 sqft",1951,Garage,No,"$1,049,000",San Diego
4371 W Point Loma Blvd,3 Beds,4 Baths,"1,818 sqft",2006,1 Car Garage,,"$874,999",San Diego
5980 Dandridge Ln #225,1 Bed,1 Bath,724 sqft ,1985,1 Car Garage,No,"$289,000",San Diego
3237 Fairmount Ave,4 Beds,2 Baths,"1,128 sqft",1950,Garage,No,"$575,000",San Diego
310 Dunemere Dr,5 Beds,6 Baths,"2,848 sqft ",2014,2 Car Garage,No,"$13,900,000",San Diego
12008 Caminito Campana,3 Beds,2 Baths,"1,434 sqft",1975,1 Open Spaces,Pool,"$599,000",San Diego
9510 Easter Way,3 Beds,2 Baths,"1,113 sqft",1973,Garage,Pool,"$700,000",San Diego
13024 Olmeda Ct,5 Beds,4 Baths,"5,695 sqft ",1979,3 Car Garage,Yes,"$2,698,000",San Diego
3890 Nobel Dr #303,2 Beds,2 Baths,"1,118 sqft ",1992,1 Car Garage,Pool,"$375,000",San Diego
4367 Idaho St #2,2 Beds,2 Baths,705 sqft,1987,Garage,,"$489,000",San Diego
777 6th Ave #427,1 Bed,1 Bath,788 sqft,2005,Garage,,"$469,000",San Diego
6331 Camino De La Costa,6 Beds,6 Baths,"4,420 sqft",1989,Garage,No,"$6,385,000",San Diego
5123 Renaissance Ave #D,3 Beds,3 Baths,"2,282 sqft ",1991,2 Car Garage,No,"$1,300,000",San Diego
12376 Carmel Country Rd #J107,2 Beds,2 Baths,"1,145 sqft",2003,Garage,Pool,"$710,000",San Diego
2019 Manzana Way,4 Beds,3 Baths,"1,555 sqft",1986,2 Parking Spaces,Pool,"$549,000",San Diego
3207 Collier Ave,1 Bed,1 Bath,675 sqft,1930,No Info,No,"$599,000",San Diego
9959 Azuaga St #I107,2 Beds,2 Baths,833 sqft,1992,Garage,Pool,"$399,900",San Diego
6851 50th St,3 Beds,3 Baths,"1,174 sqft",1957,2 Car Garage,No,"$849,998",San Diego
4970 Juneberry Ct,2 Beds,3 Baths,"1,695 sqft ",2005,Garage,,"$731,900",San Diego
San Vicente St,,,,,,,"$59,999",San Diego
510 62nd St #11,3 Beds,3 Baths,"1,060 sqft ",2007,2 Car Garage,Pool,"$449,000",San Diego
2045 1/2 Oliver Ave,2 Beds,1 Bath,805 sqft ,1958,1 Parking Spaces,,"$599,900",San Diego
3352 Caminito Luna Nueva,3 Beds,3 Baths,"2,212 sqft",1991,2 Car Garage,Pool,"$1,599,000",San Diego
2510 Torrey Pines Rd #409,2 Beds,1 Bath,751 sqft ,1970,Garage,Pool,"$589,000",San Diego
306 Kolmar St,3 Beds,3 Baths,"1,859 sqft",2021,Garage,No,"$1,599,000",San Diego
5045 Limerick Ave,3 Beds,1 Bath,984 sqft,1960,1 Car Garage,No,"$710,000",San Diego
16942 Vasquez Way #98,3 Beds,3 Baths,"1,389 sqft",2006,2 Car Garage,Pool,"$759,000",San Diego
3030 Jarvis St #3,3 Beds,3 Baths,"1,905 sqft",2019,2 Car Garage,,"$1,199,000",San Diego
2915 Ulric St,3 Beds,2 Baths,"1,200 sqft",1942,Garage,No,"$825,000",San Diego
750 State St #304,2 Beds,2 Baths,"1,282 sqft ",1982,Garage,Pool,"$639,900",San Diego
3571 Ruffin Rd #244,2 Beds,2 Baths,943 sqft ,1975,No Info,Pool,"$508,900",San Diego
13334 Greenstone Ct,4 Beds,4 Baths,"3,780 sqft",2006,3 Car Garage,No,"$1,815,000",San Diego
2750 Wheatstone St #176,4 Beds,2 Baths,"1,512 sqft ",2012,Open Parking,Pool,"$289,000",San Diego
17732 Tristania Pl,2 Beds,3 Baths,"1,444 sqft",1986,2 Car Garage,No,"$799,000",San Diego
1150 J St #102,1 Bed,2 Baths,"1,414 sqft",2005,Garage,,"$726,900",San Diego
1260 Inspiration Dr,5 Beds,7 Baths,"8,011 sqft ",2000,3 Car Garage,Yes,"$9,595,000",San Diego
3535 Madison Ave #225,1 Bed,1 Bath,650 sqft ,1984,Garage,Pool,"$402,000",San Diego
12580 Carmel Creek Rd #52,2 Beds,2 Baths,864 sqft,1990,Carport,Pool,"$656,900",San Diego
5205 Marigot Pl,3 Beds,2 Baths,"1,350 sqft",1977,Carport,Pool,"$649,900",San Diego
3364-66 A St,4 Beds,2 Baths,"1,320 sqft",1958,No Info,,"$950,000",San Diego
3265 Ocean View Blvd #8,2 Beds,1 Bath,846 sqft,1984,Garage,,"$295,000",San Diego
2034 Stillman Pl,3 Beds,2 Baths,"1,368 sqft",1983,2 Car Garage,No,"$649,900",San Diego
5226 Palmyra Ave,3 Beds,2 Baths,"1,200 sqft",1963,Garage,No,"$849,900",San Diego
5150 Calle Sandwaves #30,4 Beds,4 Baths,"1,831 sqft",2018,2 Car Garage,Pool,"$599,000",San Diego
Plan 1 in Asana at 3Roots by Shea Homes-Family,3 Beds,3 Baths,"1,301 sqft",2021,No Info,,"$673,492+",San Diego
1835 Guy St,3 Beds,3 Baths,"2,683 sqft",1986,2 Car Garage,,"$1,299,000",San Diego
2768 Nye St,2 Beds,2 Baths,750 sqft,1942,Garage,No,"$775,000",San Diego
10770 Black Mountain Rd #262,2 Beds,2 Baths,"1,512 sqft ",2021,No Info,,"$345,000",San Diego
4483 Adair St,5 Beds,5 Baths,"3,266 sqft",2017,Garage,No,"$3,350,000",San Diego
1496 Vista Claridad,4 Beds,4 Baths,"3,011 sqft ",1978,2 Car Garage,No,"$3,285,000",San Diego
4892 1/2 Old Cliffs Rd,2 Beds,2 Baths,"1,100 sqft",1965,No Info,Pool,"$89,900",San Diego
4777 Avion Way,4 Beds,5 Baths,"3,360 sqft ",1966,2 Car Garage,Yes,"$2,375,000",San Diego
12290 Corte Sabio #3105,2 Beds,2 Baths,"1,032 sqft",1986,1 Parking Spaces,Pool,"$539,900",San Diego
6415 Golfcrest Dr,4 Beds,3 Baths,"3,116 sqft",1968,2 Car Garage,No,"$1,299,000",San Diego
222 Brandywood St,4 Beds,2 Baths,"1,400 sqft",1982,2 Car Garage,No,"$635,000",San Diego
8192 Brennan St,4 Beds,2 Baths,"1,767 sqft",1956,2 Car Garage,No,"$694,800",San Diego
1126 Catalina Blvd,5 Beds,4 Baths,"3,583 sqft",2021,Garage,No,"$2,999,999",San Diego
9380 Twin Trails Dr #101,3 Beds,2 Baths,"1,127 sqft",1987,Garage,Pool,"$609,900",San Diego
2656 Wyandotte Ave,5 Beds,3 Baths,"1,864 sqft",1965,No Info,Yes,"$1,064,000",San Diego
14010 Rancho Solana Trl,5 Beds,6 Baths,"5,745 sqft ",2005,5 Car Garage,Yes,"$3,995,000",San Diego
3340 Del Sol Blvd #125,2 Beds,2 Baths,"1,536 sqft",1978,Garage,,"$89,900",San Diego
7325 Conestoga Ct,4 Beds,3 Baths,"2,547 sqft",1968,2 Car Garage,No,"$1,149,000",San Diego
3640 Arey Dr #6,3 Beds,2 Baths,"1,071 sqft",1976,Garage,Pool,"$449,000",San Diego
825 W Beech St #301,2 Beds,3 Baths,"1,282 sqft ",2009,Garage,Pool,"$779,999",San Diego
12425 Grandee Rd,5 Beds,3 Baths,"2,444 sqft",1971,3 Car Garage,Yes,"$1,150,000",San Diego
17061 Acena Dr,2 Beds,2 Baths,"1,402 sqft",1964,1 Car Garage,No,"$668,900",San Diego
7235 Carrizo Dr,5 Beds,6 Baths,"4,889 sqft",2021,4 Car Garage,Yes,"$6,950,000",San Diego
1235 River Glen Row #78,2 Beds,2 Baths,"1,098 sqft",1980,2 Car Garage,Pool,"$639,900",San Diego
7255 Golfcrest Dr,3 Beds,2 Baths,"1,656 sqft",1970,2 Car Garage,No,"$925,000",San Diego
575 6th Ave #509,Studio,1 Bath,482 sqft ,2007,1 Car Garage,Pool,"$375,000",San Diego
1620 Mission Cliff Dr,3 Beds,4 Baths,"5,222 sqft ",1993,4 Car Garage,No,"$3,350,000",San Diego
7455 Hillside Dr,6 Beds,7 Baths,"9,200 sqft ",2006,3 Car Garage,Yes,"$14,900,000",San Diego
4151 34th St #1,2 Beds,2 Baths,785 sqft ,1985,1 Car Garage,,"$460,000",San Diego
5198 Pendleton St,4 Beds,5 Baths,"3,651 sqft",1966,2 Car Garage,No,"$2,725,000",San Diego
5503 Adobe Falls Rd #3,2 Beds,2 Baths,"1,144 sqft ",1973,1 Parking Spaces,Pool,"$450,000",San Diego
3070 A St,2 Beds,1 Bath,"1,211 sqft",1920,Garage,No,"$879,000",San Diego
702 Ash St #301,1 Bed,1 Bath,677 sqft ,1929,1 Car Garage,Pool,"$379,000",San Diego
1929 Columbia St #601,3 Beds,4 Baths,"3,479 sqft",2017,2 Car Garage,No,"$4,995,000",San Diego
3879 Ocean Front Walk,6 Beds,5 Baths,"2,830 sqft",2010,2 Car Garage,No,"$7,975,000",San Diego
3821 Basilone St #2,3 Beds,2 Baths,"1,260 sqft",1964,Open Parking,Pool,"$650,000",San Diego
5628 Desert View Dr,3 Beds,3 Baths,"1,999 sqft",1976,Open Parking,No,"$1,500,000",San Diego
11175 Caminito Inocenta,4 Beds,3 Baths,"2,169 sqft",1992,2 Car Garage,Pool,"$999,000",San Diego
5848 Caminito Del Estio,3 Beds,3 Baths,"2,593 sqft",1987,2 Car Garage,No,"$1,465,000",San Diego
Available Soon Plan in Lotus at 3 Roots by Shea Homes-Family,Studio,,,2021,No Info,No,,San Diego
955 Cornish Dr,3 Beds,2 Baths,"2,224 sqft",1962,1 Car Garage,No,"$1,925,000",San Diego
850 State St #411,2 Beds,2 Baths,"1,282 sqft",1985,Garage,Pool,"$640,000",San Diego
10278 Black Mountain Rd #179,1 Bed,1 Bath,686 sqft ,1978,Carport,Pool,"$299,900",San Diego
13034 Wimberly Sq #21,2 Beds,2 Baths,907 sqft ,1986,1 Carport Spaces,,"$599,900",San Diego
5365 Carmel Knolls Dr,6 Beds,5 Baths,"3,451 sqft",1997,3 Car Garage,Yes,"$1,995,000",San Diego
2950 Iris Ave #8,3 Beds,2 Baths,940 sqft ,2000,2 Carport Spaces,Pool,"$155,000",San Diego
5051 Ensign St,2 Beds,2 Baths,"1,032 sqft",1956,2 Car Garage,No,"$775,000",San Diego
6714 Muirlands Dr,5 Beds,4 Baths,"4,046 sqft ",1933,Garage,Yes,"$5,188,000",San Diego
207 5th Ave #934,Studio,1 Bath,318 sqft,2008,Garage,No,"$259,000",San Diego
11418 Alborada Dr,5 Beds,3 Baths,"2,414 sqft",1993,3 Car Garage,No,"$1,329,000",San Diego
325 7th Ave #1006,2 Beds,2 Baths,972 sqft ,2007,1 Car Garage,Yes,"$729,000",San Diego
6089 La Jolla Scenic Dr S,6 Beds,8 Baths,"13,532 sqft ",2010,5 Car Garage,Yes,"$17,450,000",San Diego
10622 Sunset Ridge Dr,4 Beds,4 Baths,"2,528 sqft",1987,2 Car Garage,No,"$1,199,000",San Diego
7784 Hillside Dr,6 Beds,5 Baths,"4,720 sqft ",1926,Garage,No,"$3,995,000",San Diego
1230 Monroe Ave,2 Beds,2 Baths,676 sqft,1928,No Info,No,"$785,000",San Diego
5995 Dandridge Ln #138,2 Beds,2 Baths,"1,069 sqft",1985,1 Parking Spaces,Pool,"$369,900",San Diego
1330 Inspiration Dr,5 Beds,11 Baths,"12,017 sqft ",1990,7 Car Garage,Yes,"$13,500,000",San Diego
2451 Ridge View Dr,3 Beds,1 Bath,"1,102 sqft",1957,1 Car Garage,No,"$575,900",San Diego
1761 Colgate Cir,8 Beds,10 Baths,"8,228 sqft ",2008,2 Car Garage,Yes,"$8,875,000",San Diego
3530 Browning St,3 Beds,4 Baths,"1,800 sqft",1951,Garage,No,"$1,950,000",San Diego
8459 Lower Scarborough Ct,4 Beds,5 Baths,"2,994 sqft",2011,2 Car Garage,No,"$1,985,000",San Diego
5170 Clairemont Mesa Blvd #18,2 Beds,2 Baths,"1,026 sqft ",1983,Garage,Pool,"$436,900",San Diego
6712 Golfcrest Dr,4 Beds,2 Baths,"1,924 sqft",1964,2 Car Garage,No,"$1,175,000",San Diego
4221 Corte Favor,4 Beds,3 Baths,"2,075 sqft",1993,2 Car Garage,No,"$2,500,000",San Diego
3883 38th St,4 Beds,3 Baths,"1,200 sqft",1936,Open Parking,No,"$699,000",San Diego
10504 Corte Jardin Del Mar,5 Beds,4 Baths,"2,908 sqft",2001,3 Car Garage,No,"$1,950,000",San Diego
2153 Judson St,4 Beds,2 Baths,"1,296 sqft ",1970,2 Car Garage,No,"$898,900",San Diego
6318 Celia Vista Dr,3 Beds,2 Baths,"1,176 sqft",1952,Garage,No,"$789,000",San Diego
13566 Dogwood Way,4 Beds,4 Baths,"2,191 sqft",2003,2 Car Garage,No,"$1,418,888",San Diego
3658-3660 Cherokee Ave,5 Beds,3 Baths,"1,601 sqft",1928,No Info,,"$997,000",San Diego
1212 Diamond St,4 Beds,2 Baths,"2,000 sqft",1941,2 Car Garage,Yes,"$1,750,000",San Diego
17403 Gibraltar Ct,6 Beds,9 Baths,"7,143 sqft ",2008,4 Car Garage,Yes,"$3,200,000",San Diego
4459 Redwood St,3 Beds,2 Baths,"1,226 sqft",1989,No Info,No,"$550,000",San Diego
1918 Columbia St #2,1 Bed,1 Bath,651 sqft,2006,Garage,Pool,"$495,000",San Diego
5786 La Jolla Mesa Dr,6 Beds,6 Baths,"4,091 sqft",1990,2 Car Garage,Yes,"$3,995,000",San Diego
1826 Camino Esperanza,4 Beds,2 Baths,"1,322 sqft",1972,2 Car Garage,No,"$610,000",San Diego
10770 Black Mountain Rd #280,3 Beds,2 Baths,"1,512 sqft",2021,No Info,Pool,"$359,500",San Diego
4545 Collwood Blvd #1,2 Beds,2 Baths,"1,062 sqft",1971,Garage,Pool,"$399,000",San Diego
3340 Del Sol Blvd #186,2 Beds,2 Baths,"1,344 sqft ",1978,2 Parking Spaces,Pool,"$79,999",San Diego
6511 Avenida Wilfredo,4 Beds,4 Baths,"2,675 sqft",1960,2 Car Garage,Yes,"$2,875,000",San Diego
1944 Little St,5 Beds,7 Baths,"6,367 sqft ",1980,2 Car Garage,Yes,"$5,945,000",San Diego
827 Santa Barbara Pl,3 Beds,2 Baths,"1,210 sqft",2021,2 Car Garage,,"$1,500,000",San Diego
1327 Lehigh St,3 Beds,2 Baths,"1,347 sqft",1990,2 Open Spaces,No,"$930,000",San Diego
342 Playa Del Sur,6 Beds,5 Baths,"3,670 sqft",2005,2 Car Garage,No,"$3,875,000",San Diego
3677-3683 Ocean Front Walk,7 Beds,5 Baths,"2,742 sqft",1972,No Info,,"$5,799,900",San Diego
11281 Carmel Creek Rd,3 Beds,3 Baths,"1,410 sqft",1998,2 Car Garage,Pool,"$1,299,000",San Diego
7188 Batista St,4 Beds,2 Baths,"1,434 sqft",1960,2 Car Garage,No,"$799,900",San Diego
3822 Sequoia St,3 Beds,3 Baths,"2,161 sqft",1992,3 Car Garage,,"$1,798,800",San Diego
8595 Lepus Rd,4 Beds,2 Baths,"1,178 sqft",1972,2 Car Garage,Yes,"$859,900",San Diego
408 La Crescentia Dr,6 Beds,6 Baths,"4,648 sqft ",1928,Garage,No,"$5,495,000",San Diego
4611 Seminole Dr,2 Beds,1 Bath,776 sqft,1950,1 Car Garage,No,"$625,000",San Diego
702 Ash St #304,2 Beds,2 Baths,"1,116 sqft",1929,Garage,Pool,"$521,000",San Diego
11335 Provencal Pl,2 Beds,2 Baths,"1,068 sqft",1992,2 Car Garage,Pool,"$589,000",San Diego
5025 Avenida Playa Cancun,4 Beds,3 Baths,"2,104 sqft",1990,2 Car Garage,No,"$1,100,000",San Diego
