Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Pool,Price,Location
3424 Midvale Ave,3 Beds,1 Bath,"1,263 sqft",1929,1 Car Garage,Pool,"$450,000",Philadelphia
43 Woodale Rd,4 Beds,3 Baths,"1,893 sqft",1925,Garage,No,"$599,000",Philadelphia
2124 N 8th St,3 Beds,,"1,794 sqft",No Info,Open Parking,Pool,"$269,000",Philadelphia
133 Leverington Ave,3 Beds,1 Bath,"1,182 sqft",1945,Open Parking,Pool,"$324,900",Philadelphia
1646 N 5th St,4 Beds,4 Baths,"2,300 sqft",2019,Open Parking,Pool,"$555,000",Philadelphia
1714 S 53rd St,3 Beds,1 Bath,"1,158 sqft",1925,Open Parking,Pool,"$85,000",Philadelphia
2260 Bryn Mawr Ave,7 Beds,4 Baths,"3,340 sqft",1925,Garage,No,"$440,000",Philadelphia
3535 Sheffield Ave,3 Beds,1 Bath,"1,432 sqft",1953,1 Car Garage,Pool,"$189,900",Philadelphia
441 Fairmount Ave,3 Beds,2 Baths,"2,700 sqft",1920,None,Pool,"$619,000",Philadelphia
7029 Glenloch St,3 Beds,2 Baths,"1,440 sqft",1925,Garage,No,"$249,900",Philadelphia
819 Emerson St,4 Beds,2 Baths,"2,087 sqft",1957,1 Car Garage,No,"$365,000",Philadelphia
4636 Umbria St #2,4 Beds,3 Baths,"1,859 sqft",2005,No Info,No,"$375,000",Philadelphia
4000 Gypsy Ln #413,2 Beds,2 Baths,"1,054 sqft",1970,1 Parking Spaces,Pool,"$214,900",Philadelphia
6408 N 21st St,4 Beds,2 Baths,"1,464 sqft",1905,Open Parking,Pool,"$199,900",Philadelphia
2716 Dudley St,3 Beds,2 Baths,"1,170 sqft",1950,Open Parking,Pool,"$294,900",Philadelphia
4311 Tower St,3 Beds,4 Baths,"1,247 sqft",1925,Open Parking,No,"$287,500",Philadelphia
132 Manton St,2 Beds,2 Baths,"1,146 sqft",No Info,Open Parking,Pool,"$340,000",Philadelphia
8400 Large St,3 Beds,3 Baths,"1,419 sqft",1957,1 Car Garage,No,"$285,000",Philadelphia
3138 Weymouth St,3 Beds,,"1,120 sqft",1920,Open Parking,Pool,"$79,900",Philadelphia
6106 Reach St,3 Beds,1 Bath,"1,138 sqft",1950,1 Car Garage,Pool,"$200,000",Philadelphia
394 Woodhaven Rd,4 Beds,3 Baths,"2,365 sqft",1962,1 Open Spaces,No,"$474,999",Philadelphia
5648 Diamond St,3 Beds,2 Baths,"1,360 sqft",1925,Open Parking,Pool,"$259,900",Philadelphia
512 N 66th St,4 Beds,3 Baths,"1,876 sqft",1961,Open Parking,No,"$300,000",Philadelphia
1801 Fairmount Ave #4C,3 Beds,3 Baths,"1,300 sqft",2021,1 Car Garage,Pool,"$774,999",Philadelphia
6319 N Norwood St,3 Beds,2 Baths,"1,138 sqft",1900,Open Parking,Pool,"$80,000",Philadelphia
6540 Grays Ave,3 Beds,1 Bath,992 sqft,1925,Open Parking,Pool,"$69,900",Philadelphia
4465 Edgemont St,3 Beds,1 Bath,"1,485 sqft",1925,Open Parking,No,"$235,000",Philadelphia
146 N Front St,3 Beds,4 Baths,"2,542 sqft",2017,1 Car Garage,Pool,"$850,000",Philadelphia
3419 Indian Queen Ln,3 Beds,1 Bath,"1,418 sqft",1939,Open Parking,Pool,"$330,000",Philadelphia
1331 Fillmore St,3 Beds,1 Bath,"1,300 sqft",1935,Open Parking,Pool,"$180,000",Philadelphia
222 W Abbottsford Ave,4 Beds,2 Baths,"1,962 sqft",1940,Open Parking,No,"$159,900",Philadelphia
536 E Westmoreland St,3 Beds,,"1,503 sqft",1935,Open Parking,Pool,"$149,900",Philadelphia
253 Pine St #3,2 Beds,2 Baths,"1,287 sqft",1900,Open Parking,Pool,"$460,000",Philadelphia
3244 Frankford Ave,5 Beds,,"1,515 sqft",1925,None,Pool,"$149,000",Philadelphia
317 Gaskill St,3 Beds,2 Baths,"1,662 sqft",1820,Open Parking,Pool,"$635,000",Philadelphia
4427 Oakmont St,3 Beds,2 Baths,"1,116 sqft",1950,2 Open Spaces,Pool,"$165,000",Philadelphia
9839 Bonner St,3 Beds,3 Baths,"1,720 sqft",1958,Open Parking,No,"$277,000",Philadelphia
7517 Buist Ave,4 Beds,3 Baths,,1925,Open Parking,No,"$259,900",Philadelphia
240 Fairmount Ave,4 Beds,2 Baths,"2,000 sqft",1920,None,Pool,"$650,000",Philadelphia
7030 Glenloch St,3 Beds,2 Baths,"1,440 sqft",1925,Open Parking,No,"$248,900",Philadelphia
3900 Ford Rd #18J,Studio,1 Bath,578 sqft,1960,Open Parking,Pool,"$68,900",Philadelphia
2525 E Thompson St,3 Beds,3 Baths,"1,754 sqft",2008,1 Car Garage,Pool,"$435,000",Philadelphia
2101 Delancey St,5 Beds,8 Baths,"7,150 sqft",1800,4 Car Garage,Pool,"$4,000,000",Philadelphia
6518 Lincoln Dr,8 Beds,4 Baths,"4,725 sqft",1925,5 Open Spaces,No,"$640,000",Philadelphia
2007 North St,4 Beds,4 Baths,"2,397 sqft",2017,2 Car Garage,Pool,"$1,159,000",Philadelphia
704 Captains Way,3 Beds,3 Baths,"2,475 sqft",2011,No Info,Pool,"$869,000",Philadelphia
3424 Solly Ave,3 Beds,1 Bath,"1,598 sqft",1955,Open Parking,No,"$249,900",Philadelphia
609 Saint Andrews Rd,4 Beds,6 Baths,"5,636 sqft",2018,2 Car Garage,No,"$3,399,000",Philadelphia
7128 Glenloch St,3 Beds,1 Bath,"1,350 sqft",1950,None,Pool,"$224,900",Philadelphia
4431 Silverwood St,2 Beds,1 Bath,"1,575 sqft",1900,Open Parking,No,"$285,000",Philadelphia
1128 Bloomdale Rd,4 Beds,3 Baths,"2,588 sqft",1962,Open Parking,No,"$539,900",Philadelphia
7048 Lincoln Dr,4 Beds,3 Baths,"2,165 sqft",1925,Open Parking,No,"$429,900",Philadelphia
1230 S Broad St,8 Beds,3 Baths,"3,192 sqft",1915,Open Parking,Pool,"$675,000",Philadelphia
1944 S Hicks St,3 Beds,2 Baths,968 sqft,1920,Open Parking,Pool,"$245,000",Philadelphia
3509 Joyce St,3 Beds,1 Bath,762 sqft,1920,None,Pool,"$55,000",Philadelphia
1904 W Jefferson St,3 Beds,2 Baths,"1,527 sqft",2010,1 Car Garage,No,"$259,900",Philadelphia
222 N 52nd St,4 Beds,4 Baths,"1,650 sqft",1903,No Info,No,"$309,990",Philadelphia
1026 E Cliveden St,4 Beds,,"1,974 sqft",1955,2 Car Garage,Pool,"$269,000",Philadelphia
9361 Neil Rd #A,2 Beds,1 Bath,"1,107 sqft",1980,1 Car Garage,No,"$219,900",Philadelphia
85 E Seymour St,4 Beds,2 Baths,"1,381 sqft",1900,Open Parking,Pool,"$160,000",Philadelphia
13 E Clapier St,4 Beds,2 Baths,"1,725 sqft",1900,Open Parking,No,"$249,000",Philadelphia
110 Naudain St #1,2 Beds,3 Baths,"1,976 sqft",2013,1 Parking Spaces,Pool,"$630,000",Philadelphia
2519 S Felton St,3 Beds,2 Baths,"1,288 sqft",1925,Open Parking,Pool,"$175,000",Philadelphia
2022 Green St #1,2 Beds,2 Baths,943 sqft,1900,Open Parking,Pool,"$295,000",Philadelphia
6545 N Bouvier St,3 Beds,2 Baths,"1,246 sqft",1925,1 Car Garage,Pool,"$140,000",Philadelphia
2403 E Hagert St,4 Beds,4 Baths,"2,691 sqft",2013,2 Open Spaces,Pool,"$579,000",Philadelphia
5927 N 4th St,3 Beds,2 Baths,"1,180 sqft",1945,Open Parking,Pool,"$169,900",Philadelphia
2237 Taggert St,2 Beds,1 Bath,918 sqft,No Info,Open Parking,Pool,"$280,000",Philadelphia
219 Longshore Ave,4 Beds,3 Baths,"1,480 sqft",1925,2 Open Spaces,Pool,"$249,900",Philadelphia
304 Lombard St #4,2 Beds,2 Baths,"1,196 sqft",1980,Open Parking,Pool,"$450,000",Philadelphia
6134 Gillespie St,4 Beds,2 Baths,"1,084 sqft",1940,None,Pool,"$199,999",Philadelphia
4350 Aubrey Ave,4 Beds,3 Baths,"2,432 sqft",1962,5 Open Spaces,No,"$484,900",Philadelphia
301 Race St #502,1 Bed,1 Bath,700 sqft,No Info,Open Parking,Pool,"$315,000",Philadelphia
2609 S 11th St,3 Beds,2 Baths,"1,120 sqft",1925,None,Pool,"$269,900",Philadelphia
129 W Upsal St,6 Beds,4 Baths,"5,616 sqft ",1925,Garage,No,"$799,900",Philadelphia
2030 E Lehigh Ave,3 Beds,2 Baths,"1,306 sqft",1875,Open Parking,Pool,"$260,000",Philadelphia
5409 W Thompson St,4 Beds,1 Bath,"1,944 sqft",1925,Open Parking,No,"$169,000",Philadelphia
5345 Charles St,3 Beds,3 Baths,"1,128 sqft",1920,Open Parking,Pool,"$215,000",Philadelphia
6124 Castor Ave,3 Beds,2 Baths,"1,422 sqft",1925,Open Parking,Pool,"$259,900",Philadelphia
716 Hendren St,3 Beds,3 Baths,"1,550 sqft",1935,1 Car Garage,No,"$285,000",Philadelphia
1914 Wilcox St,2 Beds,2 Baths,"2,250 sqft",1920,None,No,"$800,000",Philadelphia
1420 Locust St #11I,2 Beds,2 Baths,"1,314 sqft",1977,None,Pool,"$369,900",Philadelphia
1512 S 4th St,4 Beds,2 Baths,"1,494 sqft",1915,Open Parking,Pool,"$499,000",Philadelphia
202 W Rittenhouse Sq #1901,3 Beds,3 Baths,"2,954 sqft",1999,No Info,Pool,"$3,999,000",Philadelphia
2137 Sears St,3 Beds,3 Baths,"2,000 sqft",2018,Open Parking,Pool,"$449,000",Philadelphia
1119 Germantown Ave #A,2 Beds,2 Baths,948 sqft ,2021,None,Pool,"$335,000",Philadelphia
1833 Delancey Pl,5 Beds,5 Baths,"5,000 sqft",1918,2 Car Garage,Pool,"$6,750,000",Philadelphia
1900 John F Kennedy Blvd #1803,2 Beds,1 Bath,"623,182 sqft ",1968,No Info,Pool,"$178,000",Philadelphia
7203 N 20th St,3 Beds,2 Baths,"1,453 sqft",1925,1 Parking Spaces,Pool,"$215,000",Philadelphia
1938 69th Ave,4 Beds,3 Baths,"1,386 sqft",1925,Open Parking,Pool,"$200,000",Philadelphia
6228 Wissahickon Ave,4 Beds,4 Baths,"2,902 sqft",2014,2 Car Garage,No,"$769,000",Philadelphia
2934 W Master St,3 Beds,3 Baths,"1,752 sqft",1925,None,Pool,"$420,000",Philadelphia
6746 Eastwood St,3 Beds,2 Baths,"1,138 sqft",1950,1 Car Garage,Pool,"$219,000",Philadelphia
12145 Rambler Rd,3 Beds,2 Baths,"1,296 sqft",1962,1 Open Spaces,Pool,"$249,900",Philadelphia
617-619 Maple Ave,4 Beds,2 Baths,"2,000 sqft ",1930,None,No,"$369,900",Philadelphia
4228 Whiting Rd,3 Beds,2 Baths,"1,296 sqft",1973,Open Parking,Pool,"$219,900",Philadelphia
8143 Revere St,3 Beds,2 Baths,"1,386 sqft",1960,1 Car Garage,No,"$324,900",Philadelphia
224 W Washington Ln,3 Beds,2 Baths,"2,096 sqft",1900,2 Open Spaces,No,"$495,000",Philadelphia
1025 Westview St,7 Beds,8 Baths,"9,977 sqft",1931,5 Open Spaces,Yes,"$3,195,000",Philadelphia
2116 South St #1,1 Bed,1 Bath,860 sqft,1900,Open Parking,Pool,"$199,000",Philadelphia
2916 S Felton St,3 Beds,2 Baths,"1,170 sqft",1925,Open Parking,Pool,"$150,000",Philadelphia
518 Solly Ave,2 Beds,,"1,428 sqft",1965,Open Parking,Pool,"$249,500",Philadelphia
1821 Sigel St,2 Beds,2 Baths,948 sqft,1920,Open Parking,Pool,"$264,000",Philadelphia
3723 Lancaster Ave,4 Beds,3 Baths,"3,251 sqft",1870,Open Parking,Pool,"$815,000",Philadelphia
2347 N 18th St,5 Beds,2 Baths,"1,558 sqft",1915,No Info,Pool,"$185,000",Philadelphia
2625 S 9th St,3 Beds,2 Baths,"1,410 sqft",No Info,Open Parking,Pool,"$265,000",Philadelphia
6358 Brous Ave,3 Beds,1 Bath,"1,308 sqft",1940,1 Car Garage,Pool,"$174,900",Philadelphia
2569 Tulip St,3 Beds,2 Baths,"1,300 sqft",1952,Open Parking,Pool,"$325,000",Philadelphia
2305 E Huntingdon St,3 Beds,4 Baths,"1,750 sqft",1875,Open Parking,Pool,"$525,000",Philadelphia
3121 Miller St,3 Beds,1 Bath,870 sqft,1920,Open Parking,Pool,"$174,900",Philadelphia
2148 N 20th St,6 Beds,,"2,688 sqft",1915,None,Pool,"$339,900",Philadelphia
1858 N 27th St,3 Beds,2 Baths,"2,817 sqft",1915,No Info,Pool,"$130,000",Philadelphia
1115 Germantown Ave #A,2 Beds,2 Baths,948 sqft,2021,No Info,Pool,"$339,900",Philadelphia
214 Hermitage St,4 Beds,1 Bath,"1,939 sqft",1900,Open Parking,No,"$259,900",Philadelphia
7312 Drexel Rd,3 Beds,1 Bath,"1,120 sqft",1949,1 Parking Spaces,Pool,"$189,900",Philadelphia
9424 Frankford Ave,3 Beds,3 Baths,"1,200 sqft",1976,1 Car Garage,No,"$260,000",Philadelphia
2007 S Hemberger St,3 Beds,1 Bath,"1,120 sqft",1920,Open Parking,Pool,"$199,000",Philadelphia
224 W Rittenhouse Sq #2001-2002,3 Beds,3 Baths,"1,692 sqft",1970,2 Car Garage,Pool,"$759,900",Philadelphia
2100 Delancey Pl #1,2 Beds,2 Baths,"1,033 sqft",1905,None,Pool,"$575,000",Philadelphia
25 W Abington Ave,3 Beds,2 Baths,"1,511 sqft",1925,Open Parking,No,"$535,000",Philadelphia
6064 Kingsessing Ave,4 Beds,2 Baths,"1,494 sqft",1965,Open Parking,No,"$115,000",Philadelphia
7113 Valley Ave,3 Beds,2 Baths,"1,356 sqft",1959,1 Car Garage,No,"$299,900",Philadelphia
2346 Turner St #1,2 Beds,2 Baths,"1,154 sqft",2021,None,Pool,"$219,000",Philadelphia
337 S 12th St #3A,1 Bed,1 Bath,761 sqft,1900,Open Parking,Pool,"$310,000",Philadelphia
412 Naomi St,2 Beds,2 Baths,"1,245 sqft",1930,Open Parking,Pool,"$268,000",Philadelphia
2207 S Hemberger St,3 Beds,1 Bath,"1,134 sqft",1920,Open Parking,Pool,"$252,000",Philadelphia
1802 Farrington Rd,3 Beds,1 Bath,"1,120 sqft",1949,1 Car Garage,Pool,"$189,900",Philadelphia
242 E Springfield Ave,2 Beds,2 Baths,"1,870 sqft",1950,1 Car Garage,No,"$449,900",Philadelphia
3514 Vinton Rd,3 Beds,3 Baths,"1,890 sqft",1963,3 Open Spaces,Pool,"$325,000",Philadelphia
308 S Quince St,4 Beds,,"1,760 sqft",1856,Open Parking,Pool,"$770,000",Philadelphia
2524 Almond St,2 Beds,2 Baths,680 sqft,1918,Open Parking,Pool,"$225,000",Philadelphia
1017 S Cleveland St,3 Beds,3 Baths,"1,470 sqft",2010,None,Pool,"$575,000",Philadelphia
5520 Osage Ave,3 Beds,2 Baths,"1,747 sqft",1925,Open Parking,Pool,"$230,000",Philadelphia
4521 Comly St,3 Beds,3 Baths,"2,200 sqft",1920,Open Parking,No,"$499,000",Philadelphia
4403 Pennypack St,4 Beds,3 Baths,"1,500 sqft",1966,No Info,No,"$272,500",Philadelphia
2432 Gaul St,3 Beds,2 Baths,"1,128 sqft",1925,Open Parking,Pool,"$260,000",Philadelphia
110 Richmond St,3 Beds,2 Baths,"1,584 sqft",1925,None,Pool,"$445,000",Philadelphia
1926 Fuller St,3 Beds,2 Baths,"1,280 sqft",1950,Garage,No,"$259,900",Philadelphia
1343 Lombard St #A,2 Beds,2 Baths,982 sqft,1900,Open Parking,Pool,"$279,900",Philadelphia
371 Delmar St #A,4 Beds,4 Baths,"2,658 sqft",2012,1 Car Garage,Pool,"$549,000",Philadelphia
9419 Evans St,3 Beds,2 Baths,"1,870 sqft",1953,Open Parking,No,"$389,000",Philadelphia
3136 Mechanicsville Rd #B,5 Beds,4 Baths,"3,258 sqft ",2010,1 Car Garage,No,"$619,000",Philadelphia
5023 Beaumont Ave,3 Beds,1 Bath,"1,308 sqft",1925,Open Parking,Pool,"$150,000",Philadelphia
2910 Page St,,,,,,,"$3,000",Philadelphia
1231 Waverly Walk,3 Beds,3 Baths,"1,200 sqft",1903,Open Parking,Pool,"$540,000",Philadelphia
7952 Rugby St,3 Beds,1 Bath,"1,172 sqft",1950,1 Car Garage,Pool,"$130,000",Philadelphia
1041 Mercy St,2 Beds,2 Baths,"1,040 sqft",1940,Open Parking,Pool,"$349,000",Philadelphia
4810 N Warnock St,4 Beds,1 Bath,"1,544 sqft",1935,Open Parking,Pool,"$125,000",Philadelphia
712 Chandler St,3 Beds,1 Bath,"1,368 sqft",1952,Garage,No,"$289,900",Philadelphia
836 McClellan St,2 Beds,2 Baths,950 sqft,1920,Open Parking,Pool,"$305,000",Philadelphia
1027 Arch St #401,2 Beds,2 Baths,"1,300 sqft",1900,None,Pool,"$430,000",Philadelphia
3031 W School House Ln,6 Beds,7 Baths,"12,722 sqft",1940,7 Car Garage,No,"$2,800,000",Philadelphia
247 Sumac St,3 Beds,1 Bath,"1,184 sqft",1954,2 Open Spaces,Pool,"$269,900",Philadelphia
1528 W Wingohocking St,3 Beds,2 Baths,"1,338 sqft",1930,Open Parking,Pool,"$199,000",Philadelphia
11913 Alberta Dr,2 Beds,2 Baths,900 sqft,1958,1 Car Garage,Pool,"$269,900",Philadelphia
1027 S Ithan St,3 Beds,1 Bath,992 sqft,1925,Open Parking,Pool,"$85,000",Philadelphia
2543 N Napa St,3 Beds,1 Bath,924 sqft,1915,Open Parking,No,"$30,000",Philadelphia
3260 N Philip St,3 Beds,1 Bath,"1,146 sqft",1920,None,Pool,"$52,500",Philadelphia
1011 N Orianna St,7 Beds,6 Baths,"5,050 sqft",2010,None,Pool,"$1,350,000",Philadelphia
335 S 12th St #4A,1 Bed,1 Bath,"1,037 sqft",1900,Open Parking,Pool,"$309,000",Philadelphia
6019 Walker St,3 Beds,2 Baths,"1,550 sqft",1940,Open Parking,No,"$299,750",Philadelphia
2316 N Gratz St,3 Beds,3 Baths,"1,134 sqft",1967,Open Parking,Pool,"$179,900",Philadelphia
5052 Aspen St W,5 Beds,,"2,268 sqft",1970,Open Parking,Pool,"$279,000",Philadelphia
454 Moyer St,2 Beds,1 Bath,792 sqft,1920,None,Pool,"$285,000",Philadelphia
3218 Aramingo Ave,2 Beds,1 Bath,925 sqft,1920,Open Parking,Pool,"$160,000",Philadelphia
1018 S 17th St #2,3 Beds,2 Baths,"1,460 sqft",2016,Open Parking,Pool,"$535,000",Philadelphia
502 W Mount Pleasant Ave,3 Beds,5 Baths,"4,609 sqft",2020,2 Car Garage,No,"$1,200,000",Philadelphia
719 Kimball St,3 Beds,3 Baths,"1,728 sqft",2014,Open Parking,Pool,"$569,000",Philadelphia
4604 Conshohocken Ave,3 Beds,1 Bath,"1,328 sqft",1925,Open Parking,Pool,"$200,000",Philadelphia
334 Monroe St #1,2 Beds,2 Baths,"1,380 sqft",1900,Open Parking,Pool,"$379,500",Philadelphia
228 Catharine St #2,2 Beds,1 Bath,624 sqft,1915,Open Parking,Pool,"$229,900",Philadelphia
2938 Cecil B Moore Ave,3 Beds,3 Baths,"1,312 sqft",1915,None,Pool,"$349,900",Philadelphia
3922 Poplar St,3 Beds,1 Bath,"1,344 sqft",1930,Open Parking,Pool,"$175,000",Philadelphia
1239 N 19th St #A,3 Beds,3 Baths,"1,291 sqft",2018,Open Parking,Pool,"$257,400",Philadelphia
2742 S 8th St,3 Beds,2 Baths,"1,916 sqft",1960,No Info,Pool,"$239,900",Philadelphia
1409 S Percy St,3 Beds,1 Bath,"1,136 sqft",1920,Open Parking,Pool,"$349,000",Philadelphia
1540 Hellerman St,4 Beds,3 Baths,"1,714 sqft",1950,1 Car Garage,Pool,"$309,000",Philadelphia
1114 Shackamaxon St #2,3 Beds,3 Baths,"2,082 sqft",2017,1 Car Garage,Pool,"$739,000",Philadelphia
2523 Aspen St,4 Beds,3 Baths,"2,108 sqft",1876,Open Parking,Pool,"$799,900",Philadelphia
6322 Oakland St,3 Beds,1 Bath,"1,242 sqft",1950,Garage,Pool,"$160,000",Philadelphia
9402 Hilspach St,4 Beds,2 Baths,"1,800 sqft",1950,4 Open Spaces,No,"$419,900",Philadelphia
14001 Rebecca Dr,3 Beds,3 Baths,"2,204 sqft",1990,Garage,No,"$530,000",Philadelphia
2026 Montrose St,3 Beds,3 Baths,"2,250 sqft",2008,Open Parking,No,"$650,000",Philadelphia
722 Moyer St,2 Beds,1 Bath,716 sqft,1925,Open Parking,Pool,"$199,900",Philadelphia
1010 Arch St #413,2 Beds,1 Bath,840 sqft,1900,None,Pool,"$285,000",Philadelphia
217 S 49th St,5 Beds,2 Baths,"2,447 sqft",1925,Open Parking,Pool,"$425,000",Philadelphia
1819 Delancey St,6 Beds,7 Baths,"6,299 sqft",1752,2 Car Garage,Pool,"$6,500,000",Philadelphia
1101 Washington Ave #8,2 Beds,2 Baths,"2,051 sqft",1900,1 Car Garage,Pool,"$799,000",Philadelphia
4709 Sansom St,5 Beds,2 Baths,"2,100 sqft",1925,1 Car Garage,Pool,"$400,000",Philadelphia
4231 Osage Ave,3 Beds,2 Baths,"2,880 sqft",1915,Open Parking,Pool,"$729,000",Philadelphia
2217 N 17th St,4 Beds,2 Baths,"1,440 sqft",1915,Open Parking,No,"$70,000",Philadelphia
700 Commodore Ct #2756,2 Beds,2 Baths,"1,353 sqft",2012,1 Car Garage,Pool,"$674,900",Philadelphia
6225 Webster St,3 Beds,2 Baths,"1,428 sqft",1920,Open Parking,Pool,"$225,000",Philadelphia
3466 Holyoke Rd,3 Beds,2 Baths,"1,224 sqft",1960,1 Car Garage,No,"$274,900",Philadelphia
2218 Cedar St,2 Beds,2 Baths,893 sqft,1918,Open Parking,Pool,"$314,900",Philadelphia
2634 S Camac St,2 Beds,2 Baths,994 sqft,1925,Open Parking,Pool,"$339,000",Philadelphia
6109 Shisler St,3 Beds,2 Baths,"1,200 sqft",1925,1 Car Garage,Pool,"$175,000",Philadelphia
1008 Clinton St,5 Beds,4 Baths,"5,645 sqft",1842,None,Pool,"$1,680,000",Philadelphia
2111 Locust St,4 Beds,3 Baths,"1,859 sqft",1905,None,Pool,"$679,900",Philadelphia
1123 Germantown Ave #A,2 Beds,2 Baths,948 sqft,2021,No Info,Pool,"$335,000",Philadelphia
6835 Sprague St,2 Beds,1 Bath,960 sqft,1945,1 Car Garage,Pool,"$194,900",Philadelphia
1836 Cedar St,3 Beds,3 Baths,"1,600 sqft",1915,Open Parking,Pool,"$449,900",Philadelphia
1414 S Penn Sq #1,5 Beds,8 Baths,"10,000 sqft",2009,Garage,Pool,"$12,000,000",Philadelphia
1404 Orange St,3 Beds,1 Bath,"1,008 sqft",1920,Open Parking,Pool,"$319,000",Philadelphia
416 S Hutchinson St #B,3 Beds,2 Baths,"1,248 sqft",1977,None,Pool,"$475,000",Philadelphia
1422 S Carlisle St,3 Beds,2 Baths,"1,380 sqft",1925,Open Parking,Pool,"$249,900",Philadelphia
4905 Penn St,4 Beds,3 Baths,"1,568 sqft",1940,Open Parking,No,"$249,900",Philadelphia
5439 Chester Ave,4 Beds,2 Baths,"1,840 sqft",1925,Open Parking,No,"$126,000",Philadelphia
646 Carpenter St,3 Beds,2 Baths,"1,260 sqft",1915,Open Parking,Pool,"$449,000",Philadelphia
3069 Mercer St,3 Beds,2 Baths,"1,030 sqft",1920,Open Parking,Pool,"$284,900",Philadelphia
923 S 54th St,3 Beds,2 Baths,"1,580 sqft",1925,Open Parking,No,"$239,999",Philadelphia
2013 E Orleans St,3 Beds,,"1,378 sqft",1920,None,Pool,"$69,900",Philadelphia
312 E Cheltenham Ave,5 Beds,,"3,030 sqft",1925,Open Parking,Pool,"$350,000",Philadelphia
1126 S 2nd St,3 Beds,2 Baths,"1,760 sqft",1915,Open Parking,Pool,"$464,000",Philadelphia
617 S 7th St #B,2 Beds,1 Bath,711 sqft,1900,Open Parking,No,"$255,000",Philadelphia
3804 Henry Ave,3 Beds,3 Baths,"2,308 sqft",1935,1 Car Garage,No,"$499,000",Philadelphia
1925 N Darien St,2 Beds,1 Bath,900 sqft,1920,Open Parking,Pool,"$109,900",Philadelphia
325 Sage Ln,4 Beds,3 Baths,"1,800 sqft",1996,1 Car Garage,Pool,"$385,000",Philadelphia
465-467 Lyceum Ave,6 Beds,4 Baths,"3,435 sqft",1900,6 Open Spaces,No,"$749,500",Philadelphia
736 Watkins St,2 Beds,1 Bath,"1,120 sqft",1920,None,Pool,"$220,000",Philadelphia
1200 Latimer St,1 Bed,3 Baths,"5,900 sqft",1997,No Info,Pool,"$6,000,000",Philadelphia
3339 Tulip St,3 Beds,3 Baths,"2,550 sqft",2019,Open Parking,Pool,"$379,900",Philadelphia
5400 Gainor Rd,4 Beds,5 Baths,"3,296 sqft",1925,1 Car Garage,No,"$449,000",Philadelphia
1826 Green St #1R,2 Beds,1 Bath,728 sqft,1900,None,Pool,"$275,000",Philadelphia
751 S Mole St,3 Beds,3 Baths,"2,006 sqft",2010,1 Car Garage,Pool,"$769,900",Philadelphia
1040 E Sydney St,3 Beds,3 Baths,"2,060 sqft",1950,1 Car Garage,No,"$359,900",Philadelphia
337 Gilham St,4 Beds,2 Baths,"1,656 sqft",1925,Open Parking,No,"$300,000",Philadelphia
112 N 2nd St #5H2,2 Beds,2 Baths,"1,280 sqft",2006,Garage,Pool,"$520,000",Philadelphia
148 N 54th St,3 Beds,2 Baths,"1,282 sqft",1925,Open Parking,Pool,"$199,900",Philadelphia
5714 Arch St,4 Beds,2 Baths,"1,382 sqft",1925,Open Parking,Pool,"$225,000",Philadelphia
1911 Walnut St #4801,4 Beds,6 Baths,"8,666 sqft",No Info,Garage,Pool,"$25,000,000",Philadelphia
9722 Morefield Rd,4 Beds,3 Baths,"1,606 sqft",1962,3 Open Spaces,No,"$465,000",Philadelphia
425 Tasker St,4 Beds,4 Baths,"1,945 sqft",1915,None,Pool,"$550,000",Philadelphia
5471 Vicaris St,3 Beds,1 Bath,"1,110 sqft",1965,1 Car Garage,Pool,"$279,900",Philadelphia
1919 Watkins St,2 Beds,2 Baths,"1,204 sqft",1925,Open Parking,Pool,"$305,000",Philadelphia
224 Sumac St,8 Beds,,"2,118 sqft",1900,1 Open Spaces,Pool,"$499,000",Philadelphia
8750 Marsden St,4 Beds,2 Baths,"1,827 sqft",1964,Open Parking,Pool,"$309,900",Philadelphia
810 E Phil Ellena St,5 Beds,5 Baths,"2,671 sqft",1925,Garage,No,"$400,000",Philadelphia
666 E Thayer St,2 Beds,1 Bath,784 sqft,1920,Open Parking,Pool,"$85,000",Philadelphia
2723 Taunton St,3 Beds,3 Baths,"1,672 sqft",1956,1 Car Garage,No,"$324,900",Philadelphia
6374 Ditman St,3 Beds,1 Bath,"1,084 sqft",1935,1 Open Spaces,Pool,"$190,000",Philadelphia
3439 Amber St,3 Beds,1 Bath,"1,088 sqft",1958,Open Parking,Pool,"$129,900",Philadelphia
1027 Arch St #602,2 Beds,2 Baths,"1,254 sqft",1900,None,Pool,"$394,000",Philadelphia
3533 Emerald St,3 Beds,1 Bath,961 sqft,1910,None,Pool,"$79,900",Philadelphia
506 E Wildey St,2 Beds,1 Bath,844 sqft,1925,Open Parking,Pool,"$285,000",Philadelphia
821 Leland St,3 Beds,2 Baths,"2,300 sqft",2011,Open Parking,Pool,"$480,000",Philadelphia
12009 Elmore Rd,4 Beds,3 Baths,"1,845 sqft",1953,1 Car Garage,Yes,"$399,900",Philadelphia
608 Fanshawe St,3 Beds,3 Baths,"1,536 sqft",1920,Garage,Pool,"$239,000",Philadelphia
1246 Johnston St,3 Beds,3 Baths,"1,400 sqft",1960,Open Parking,Pool,"$429,900",Philadelphia
2345 Christian St,4 Beds,3 Baths,"2,750 sqft",1915,None,Pool,"$1,100,000",Philadelphia
