Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Pool,Price,Location
55 Rousseau St,3 Beds,2 Baths,"1,935 sqft",2001,Attached Garage,No,"$1,688,000",San Francisco
60 Ora Way #H308,2 Beds,1 Bath,913 sqft,1975,Garage,,"$446,673",San Francisco
855 Folsom St #307,1 Bed,2 Baths,,2001,Attached Garage,,"$799,000",San Francisco
71 Ramona Ave,2 Beds,1 Bath,"1,251 sqft",1911,Garage,,"$1,349,000",San Francisco
2002 3rd St #213,2 Beds,2 Baths,"1,354 sqft ",2002,Garage,,"$1,198,000",San Francisco
1425 7th Ave,5 Beds,2 Baths,"2,294 sqft",1910,Attached Garage,No,"$1,925,000",San Francisco
427 Flood Ave,3 Beds,1 Bath,"1,304 sqft",1922,Garage,No,"$1,295,000",San Francisco
25 Sierra St #W102,3 Beds,3 Baths,"1,782 sqft ",2006,1 Parking Spaces,,"$507,964",San Francisco
2839 Pacific Ave,5 Beds,6 Baths,"8,650 sqft",1912,Garage,No,"$16,950,000",San Francisco
527-529 3rd Ave,4 Beds,2 Baths,"2,500 sqft",1906,No Info,,"$1,299,000",San Francisco
1171 Filbert St,2 Beds,2 Baths,"1,320 sqft",1907,No Info,,"$1,375,000",San Francisco
2275 28th Ave,3 Beds,3 Baths,"1,370 sqft",1930,Attached Garage,No,"$1,198,000",San Francisco
2416 Ulloa St,4 Beds,2 Baths,"2,064 sqft",No Info,Garage,No,"$1,599,000",San Francisco
3020 26th Ave,4 Beds,3 Baths,"2,768 sqft",1935,Garage,No,"$2,388,000",San Francisco
95 Tiffany Ave,2 Beds,1 Bath,"1,238 sqft",1949,1 Parking Spaces,No,"$1,395,000",San Francisco
2444 24th St,3 Beds,1 Bath,"1,239 sqft",1900,1 Parking Spaces,,"$1,089,000",San Francisco
421 Tehama St,4 Beds,3 Baths,"5,279 sqft",No Info,Attached Garage,No,"$6,500,000",San Francisco
4101 21st St,2 Beds,1 Bath,"1,142 sqft",1924,Garage,,"$1,195,000",San Francisco
449 Prentiss St,2 Beds,2 Baths,"1,639 sqft",1900,Garage,No,"$1,450,000",San Francisco
2225 Bay St,3 Beds,3 Baths,"2,816 sqft",No Info,Attached Garage,No,"$2,995,000",San Francisco
458 2nd Ave,4 Beds,2 Baths,"1,780 sqft",1930,Attached Garage,No,"$1,780,000",San Francisco
19 Dearborn St #3,1 Bed,1 Bath,610 sqft,1924,Attached Garage,,"$749,000",San Francisco
1695 18th St #308,Studio,1 Bath,636 sqft,1996,Attached Garage,,"$257,158",San Francisco
19-21 Cortland Ave,9 Beds,4 Baths,"3,100 sqft",1902,1 Car Garage,,"$1,195,000",San Francisco
244 15th Ave,3 Beds,2 Baths,"1,680 sqft",1921,Garage,,"$1,595,000",San Francisco
15 Mabrey Ct,4 Beds,3 Baths,"2,004 sqft",1984,Attached Garage,No,"$959,000",San Francisco
83 McAllister St #502,1 Bed,1 Bath,353 sqft,2007,No Info,Pool,"$449,000",San Francisco
1635 Lombard St,3 Beds,3 Baths,"1,509 sqft",No Info,1 Parking Spaces,,"$1,799,000",San Francisco
400 Grove St #105,2 Beds,2 Baths,"1,009 sqft ",2015,Garage,,"$1,450,000",San Francisco
22 Presidio Ave,3 Beds,3 Baths,"2,380 sqft",1909,Garage,,"$3,400,000",San Francisco
1311 Guerrero St #1,2 Beds,2 Baths,"1,160 sqft",2006,Garage,,"$1,275,000",San Francisco
3108 Franklin St,3 Beds,4 Baths,"2,395 sqft",1922,Attached Garage,No,"$3,698,000",San Francisco
98 Anderson St,4 Beds,4 Baths,"2,345 sqft",1909,Garage,No,"$2,795,000",San Francisco
691 Marina Blvd,4 Beds,4 Baths,"4,491 sqft",1937,Attached Garage,No,"$6,950,000",San Francisco
25 Sierra St #W605,3 Beds,3 Baths,"2,032 sqft",2006,Attached Garage,,"$1,595,000",San Francisco
508 Linden St #3,2 Beds,2 Baths,"1,150 sqft",2001,Garage,,"$1,395,000",San Francisco
139 S Lake Merced Hls #1B,3 Beds,2 Baths,"1,474 sqft",1975,Garage,Pool,"$798,500",San Francisco
125 Downey St,3 Beds,4 Baths,"2,053 sqft",1900,Garage,No,"$2,695,000",San Francisco
720 York St #216,1 Bed,1 Bath,557 sqft ,1999,Garage,,"$649,000",San Francisco
1482 29th Ave,4 Beds,2 Baths,"2,045 sqft",1931,Attached Garage,No,"$1,599,000",San Francisco
391 Staples Ave,5 Beds,3 Baths,"2,075 sqft",1914,Attached Garage,No,"$2,095,000",San Francisco
290 Red Rock Way #A,4 Beds,3 Baths,"1,513 sqft",1964,Attached Garage,Pool,"$899,000",San Francisco
477-481 Duboce Ave,2 Beds,5 Baths,"4,428 sqft",No Info,Attached Garage,,"$3,898,000",San Francisco
1751 Lake St,6 Beds,6 Baths,"6,027 sqft",2001,Attached Garage,No,"$7,385,000",San Francisco
1450 19th Ave,5 Beds,3 Baths,"2,169 sqft",2000,1 Car Garage,Pool,"$1,299,000",San Francisco
3855 23rd St,2 Beds,2 Baths,"1,880 sqft",1912,No Info,,"$1,249,000",San Francisco
1921 Jefferson St #107,2 Beds,2 Baths,826 sqft,1991,Garage,Pool,"$1,130,000",San Francisco
147 Fair Oaks St,1 Bed,1 Bath,,1900,0 Open Spaces,,"$795,000",San Francisco
55 Dolores St #1,2 Beds,2 Baths,,1953,0 Open Spaces,,"$1,395,000",San Francisco
205 9th Ave,2 Beds,1 Bath,"1,154 sqft",1912,No Info,No,"$1,250,000",San Francisco
5264 3rd St #202,2 Beds,2 Baths,825 sqft,1993,0 Open Spaces,Pool,"$698,888",San Francisco
555 4th St #312,1 Bed,1 Bath,694 sqft,2006,Garage,,"$749,500",San Francisco
2831 Polk St #1,2 Beds,3 Baths,,1924,Garage,,"$2,250,000",San Francisco
156 Lombard St #29,2 Beds,3 Baths,"1,274 sqft ",1975,Garage,,"$1,098,000",San Francisco
245-247 5th Ave,4 Beds,3 Baths,"2,373 sqft",1900,No Info,,"$1,600,000",San Francisco
425 Morse St,4 Beds,2 Baths,"1,156 sqft",1929,Garage,No,"$998,000",San Francisco
530 Chestnut St #104C,2 Beds,2 Baths,"1,348 sqft ",2001,Garage,,"$1,295,000",San Francisco
1805 Pine St #2,1 Bed,1 Bath,525 sqft,1924,Garage,Pool,"$499,000",San Francisco
1950 Gough St #307,1 Bed,1 Bath,650 sqft,1926,Attached Garage,,"$850,000",San Francisco
1620 Broadway #1,1 Bed,1 Bath,412 sqft,1900,No Info,,"$630,000",San Francisco
338 Potrero Ave #506,1 Bed,1 Bath,659 sqft ,2016,No Info,,"$695,000",San Francisco
234 Brentwood Ave,3 Beds,2 Baths,"1,634 sqft",1948,Attached Garage,No,"$1,695,000",San Francisco
3239 Webster St,3 Beds,4 Baths,"2,720 sqft",1935,Garage,No,"$4,875,000",San Francisco
2311 Scott St #3,Studio,1 Bath,,1965,Attached Garage,,"$759,000",San Francisco
840 Clipper Ter,1 Bed,2 Baths,"1,762 sqft",1908,Attached Garage,,"$1,427,000",San Francisco
855 Folsom St #742,2 Beds,1 Bath,752 sqft,2001,No Info,,"$485,000",San Francisco
1933 B Jones St,3 Beds,2 Baths,,Year Built,,,"$1,195,000",San Francisco
170 King St #814,2 Beds,2 Baths,"1,029 sqft ",2007,Attached Garage,Pool,"$1,225,000",San Francisco
708 Long Bridge St #1409,3 Beds,3 Baths,"1,856 sqft ",2016,0 Open Spaces,Pool,"$3,190,000",San Francisco
100 El Camino Del Mar,2 Beds,1 Bath,,1958,1 Carport Spaces,No,"$1,800,000",San Francisco
1125A Church St,1 Bed,1 Bath,,1922,No Info,,"$695,000",San Francisco
24 Carnelian Way,3 Beds,3 Baths,"2,124 sqft ",1979,Attached Garage,Pool,"$1,575,000",San Francisco
57 Norwich St,1 Bed,1 Bath,745 sqft,1900,No Info,,"$775,000",San Francisco
815 Tennessee St #111,2 Beds,2 Baths,825 sqft,2018,Garage,,"$1,148,000",San Francisco
4800 3rd St #202,1 Bed,1 Bath,580 sqft,2009,No Info,,"$286,781",San Francisco
450 Los Palmos Dr,3 Beds,2 Baths,"1,676 sqft",1947,Attached Garage,No,"$1,575,000",San Francisco
950 Lake St,3 Beds,2 Baths,"1,817 sqft",1908,Attached Garage,,"$1,995,000",San Francisco
2542 Great Hwy,3 Beds,3 Baths,"1,749 sqft",1941,2 Parking Spaces,No,"$1,995,000",San Francisco
5705 Diamond Heights Blvd,4 Beds,3 Baths,"2,507 sqft",1968,No Info,No,"$2,795,000",San Francisco
1250 Clay St #103,1 Bed,1 Bath,575 sqft,No Info,Garage,,"$699,000",San Francisco
555 4th St #440,1 Bed,,757 sqft,2006,1 Parking Spaces,,"$789,000",San Francisco
419 Laguna St #2,2 Beds,2 Baths,"1,300 sqft",1895,Garage,,"$1,495,000",San Francisco
450 Hayes St #3,2 Beds,2 Baths,,2016,Garage,,"$1,895,000",San Francisco
11 Nordhoff St,2 Beds,2 Baths,"1,295 sqft",1910,Garage,No,"$1,295,000",San Francisco
1425 Golden Gate Ave,4 Beds,3 Baths,"2,971 sqft",1890,Attached Garage,,"$2,795,000",San Francisco
733 Front St #409,1 Bed,,"1,006 sqft ",2007,Garage,Pool,"$1,095,000",San Francisco
5900 3rd St #2424,1 Bed,1 Bath,775 sqft ,No Info,Garage,Pool,"$599,000",San Francisco
257 Central Ave,2 Beds,1 Bath,"1,149 sqft",1908,No Info,,"$995,000",San Francisco
540 Texas St,3 Beds,4 Baths,"1,852 sqft",1926,Attached Garage,No,"$2,159,000",San Francisco
850 Powell St #104,4 Beds,4 Baths,"2,454 sqft",1923,Attached Garage,,"$2,800,000",San Francisco
355 1st St #2104,1 Bed,1 Bath,795 sqft ,2004,Attached Garage,Pool,"$1,095,000",San Francisco
2013 17th St,1 Bed,1 Bath,990 sqft,1907,Attached Garage,No,"$1,150,000",San Francisco
188 Ridgewood Ave #A,2 Beds,2 Baths,"1,235 sqft",1997,Garage,,"$1,095,000",San Francisco
2249 Ulloa St,4 Beds,4 Baths,"1,800 sqft",1941,Attached Garage,No,"$1,437,000",San Francisco
1816 23rd St,2 Beds,1 Bath,"1,134 sqft",1988,Garage,,"$899,000",San Francisco
3134 Scott St,2 Beds,1 Bath,"1,172 sqft",1912,Garage,,"$1,200,000",San Francisco
400 Beale St #2305,1 Bed,1 Bath,955 sqft,2002,Garage,Pool,"$949,000",San Francisco
201 Harrison St #402,Studio,1 Bath,432 sqft,No Info,1 Parking Spaces,,"$525,000",San Francisco
611 Washington St #2405,2 Beds,2 Baths,"1,908 sqft ",1984,Attached Garage,,"$1,995,000",San Francisco
300 Berry St #521,1 Bed,1 Bath,730 sqft,2009,Attached Garage,Pool,"$799,000",San Francisco
32 Collins St,3 Beds,3 Baths,"2,088 sqft",1948,Garage,,"$2,350,000",San Francisco
1043 Palou Ave,4 Beds,2 Baths,"1,260 sqft",1934,No Info,No,"$799,000",San Francisco
555 Golden Gate Ave #10E,2 Beds,2 Baths,912 sqft,2021,0 Open Spaces,,"$1,298,000",San Francisco
1981 Clay St,5 Beds,5 Baths,"3,715 sqft",1938,Attached Garage,Pool,"$3,795,000",San Francisco
425 1st St #805,1 Bed,1 Bath,710 sqft,2008,Garage,Pool,"$874,000",San Francisco
1353 Minna St,2 Beds,1 Bath,"1,002 sqft",1907,Attached Garage,,"$1,249,000",San Francisco
1523 Franklin St,3 Beds,3 Baths,"2,177 sqft",No Info,0 Open Spaces,,"$3,288,000",San Francisco
205 Sagamore St,2 Beds,1 Bath,"1,100 sqft",1940,No Info,No,"$899,000",San Francisco
3 Downey St,6 Beds,3 Baths,"2,725 sqft",1904,No Info,No,"$2,599,000",San Francisco
250 Casitas Ave,5 Beds,5 Baths,"5,434 sqft",No Info,3 Parking Spaces,No,"$2,895,000",San Francisco
588 Chestnut St,4 Beds,2 Baths,,1907,1 Parking Spaces,,"$1,600,000",San Francisco
555 Golden Gate Ave #10C,2 Beds,1 Bath,751 sqft,2020,0 Open Spaces,,"$978,000",San Francisco
304 Sanchez St,2 Beds,1 Bath,905 sqft,1903,No Info,,"$1,045,000",San Francisco
253 Oak St,2 Beds,1 Bath,"1,000 sqft",1912,1 Parking Spaces,,"$999,000",San Francisco
184 Locksley Ave #3,1 Bed,1 Bath,,1964,Garage,,"$690,000",San Francisco
490 Faxon Ave,2 Beds,1 Bath,"1,013 sqft",1941,Attached Garage,No,"$895,000",San Francisco
1 Federal St #15,1 Bed,1 Bath,770 sqft,2003,Garage,,"$779,000",San Francisco
146 Castenada Ave,4 Beds,3 Baths,"4,272 sqft",1929,Attached Garage,No,"$3,795,000",San Francisco
196 Ewing Ter,4 Beds,3 Baths,"3,320 sqft",1940,Garage,No,"$2,595,000",San Francisco
1932 Fell St #1,Studio,1 Bath,,1905,Garage,Pool,"$499,000",San Francisco
276 21st Ave,4 Beds,2 Baths,"1,900 sqft",1922,Attached Garage,,"$1,695,000",San Francisco
5871 Mission St #10,2 Beds,1 Bath,,1982,Attached Garage,,"$589,000",San Francisco
1932 Fell St #10,1 Bed,1 Bath,426 sqft,1905,0 Open Spaces,,"$585,000",San Francisco
34-36 Castle St,4 Beds,2 Baths,"1,860 sqft",1907,2 Car Garage,,"$2,295,000",San Francisco
751 38th Ave,3 Beds,2 Baths,"1,576 sqft",1924,Garage,No,"$1,199,000",San Francisco
1177 California St #722,Studio,1 Bath,535 sqft,1978,Attached Garage,Pool,"$648,000",San Francisco
253-255 5th Ave,7 Beds,2 Baths,"3,312 sqft",1904,No Info,,"$1,750,000",San Francisco
1574 46th Ave,3 Beds,3 Baths,"1,767 sqft",1923,Attached Garage,No,"$1,198,000",San Francisco
150 Page St #310,1 Bed,1 Bath,552 sqft,1929,No Info,,"$599,000",San Francisco
890 Green St #890,2 Beds,2 Baths,850 sqft,1908,No Info,,"$898,000",San Francisco
850 Powell St #101,2 Beds,1 Bath,"1,063 sqft",No Info,1 Parking Spaces,,"$924,000",San Francisco
2478 36th Ave,3 Beds,2 Baths,"1,855 sqft",1912,Attached Garage,No,"$1,495,000",San Francisco
2037-2039 Greenwich St,4 Beds,2 Baths,"2,538 sqft",1924,Garage,,"$2,495,000",San Francisco
3010 Franklin St #4,2 Beds,1 Bath,950 sqft,1922,Attached Garage,Pool,"$999,000",San Francisco
346 1st St #109,2 Beds,2 Baths,"1,059 sqft",1928,Garage,,"$995,000",San Francisco
2401 Jackson St #4,2 Beds,2 Baths,"1,500 sqft",1908,No Info,,"$1,475,000",San Francisco
555 Golden Gate Ave #6K,1 Bed,1 Bath,670 sqft,2021,0 Open Spaces,,"$698,000",San Francisco
8 Russian Hill Pl #1,1 Bed,2 Baths,"1,281 sqft",1908,0 Open Spaces,,"$2,195,000",San Francisco
946 Stockton St #16F,2 Beds,2 Baths,744 sqft,1970,No Info,,"$695,000",San Francisco
45 Montclair Ter,5 Beds,4 Baths,"3,191 sqft",1937,Attached Garage,No,"$3,700,000",San Francisco
865 Duncan St,7 Beds,8 Baths,"5,884 sqft",1945,Attached Garage,No,"$8,000,000",San Francisco
1670 Kirkwood Ave #B,3 Beds,2 Baths,"1,130 sqft",2001,Garage,,"$649,000",San Francisco
74 Brady St #6,2 Beds,3 Baths,"1,668 sqft",1996,Attached Garage,,"$1,125,000",San Francisco
1642 Great Hwy,5 Beds,3 Baths,,1909,Garage,No,"$3,995,000",San Francisco
172A Langton St,2 Beds,1 Bath,616 sqft,1907,No Info,,"$699,000",San Francisco
2015 Buchanan St,3 Beds,2 Baths,"1,222 sqft",1890,1 Parking Spaces,,"$1,499,000",San Francisco
2775 Green St,5 Beds,5 Baths,"4,895 sqft",1952,Attached Garage,No,"$8,750,000",San Francisco
555 Golden Gate Ave #10A,1 Bed,1 Bath,568 sqft,No Info,0 Open Spaces,,"$868,000",San Francisco
584-586 Mississippi St,3 Beds,,,,,,"$1,800,000",San Francisco
1352 McAllister St,3 Beds,1 Bath,"1,476 sqft",1905,1 Parking Spaces,,"$1,350,000",San Francisco
2001 McAllister St #206,2 Beds,2 Baths,989 sqft ,2002,Attached Garage,,"$1,149,000",San Francisco
1 Daniel Burnham Ct #605,1 Bed,1 Bath,825 sqft ,1988,Garage,Pool,"$799,000",San Francisco
250 Fitzgerald Ave,,,,,,,"$75,000",San Francisco
1670 Kirkwood Ave #C,3 Beds,2 Baths,"1,855 sqft",2001,Garage,,"$775,000",San Francisco
15 Buena Vista Ter,5 Beds,5 Baths,"7,138 sqft",1917,Attached Garage,No,"$12,750,000",San Francisco
1145 Green St #1,1 Bed,1 Bath,910 sqft,1915,No Info,Pool,"$929,000",San Francisco
2626 Filbert St,4 Beds,5 Baths,"4,185 sqft",2016,Garage,No,"$15,980,000",San Francisco
528-530A Noe St,4 Beds,2 Baths,"2,500 sqft",1900,No Info,,"$3,400,000",San Francisco
55 28th St,4 Beds,2 Baths,"1,420 sqft",1909,2 Parking Spaces,,"$1,495,000",San Francisco
1863 19th Ave,2 Beds,2 Baths,"1,203 sqft",1948,Attached Garage,,"$998,000",San Francisco
200 Eagle St,3 Beds,3 Baths,"2,037 sqft",1932,3 Parking Spaces,No,"$1,995,000",San Francisco
2500 Steiner St #6,4 Beds,4 Baths,"3,500 sqft",No Info,1 Parking Spaces,Pool,"$15,500,000",San Francisco
202 Union St,,,,,,,"$150,000",San Francisco
93 Cumberland St,4 Beds,4 Baths,"5,332 sqft ",1915,Garage,,"$5,995,000",San Francisco
88 Townsend St #315,1 Bed,1 Bath,736 sqft ,2004,Garage,,"$425,659",San Francisco
2 Amazon Ave #203,2 Beds,2 Baths,857 sqft ,1999,Attached Garage,Pool,"$685,000",San Francisco
2174-2174A Green St,5 Beds,5 Baths,"4,078 sqft",1899,Garage,,"$5,500,000",San Francisco
667 36th Ave,4 Beds,3 Baths,"2,971 sqft",1929,Garage,No,"$2,395,000",San Francisco
2663 Alemany Blvd,Studio,,"1,782 sqft",1970,Garage,No,"$1,200,000",San Francisco
2306 Geary Blvd,4 Beds,3 Baths,"2,050 sqft",1904,No Info,No,"$1,299,000",San Francisco
355 Buena Vista East Ave #202W,1 Bed,1 Bath,674 sqft,1986,1 Parking Spaces,,"$748,000",San Francisco
3690 21st St,2 Beds,4 Baths,"4,700 sqft",1930,Garage,No,"$8,150,000",San Francisco
1600 Lyon St,3 Beds,3 Baths,"2,127 sqft",1898,Attached Garage,,"$1,995,000",San Francisco
3986 18th St,2 Beds,1 Bath,950 sqft,1900,No Info,Pool,"$795,000",San Francisco
2856 Washington St,3 Beds,2 Baths,"1,537 sqft",1890,Garage,Pool,"$1,990,000",San Francisco
2172 Green St,2 Beds,2 Baths,"1,801 sqft",1900,Garage,,"$1,995,000",San Francisco
4343 3rd St #404,3 Beds,2 Baths,"1,142 sqft",2007,1 Parking Spaces,,"$497,576",San Francisco
2224 Sacramento St,6 Beds,7 Baths,"7,983 sqft",1906,Garage,No,"$6,895,000",San Francisco
121-129 Sagamore St,9 Beds,3 Baths,"2,988 sqft ",1900,Attached Garage,No,"$2,388,000",San Francisco
3625 Jackson St,6 Beds,6 Baths,"4,260 sqft",1922,Attached Garage,No,"$7,995,000",San Francisco
453 Marietta Dr,3 Beds,2 Baths,"1,428 sqft",1958,Attached Garage,No,"$1,495,000",San Francisco
2250 Jackson St,4 Beds,4 Baths,"3,966 sqft",1881,Attached Garage,No,"$8,500,000",San Francisco
2675 California St,3 Beds,2 Baths,"2,210 sqft",1900,Attached Garage,,"$2,525,000",San Francisco
6 Madison St,2 Beds,2 Baths,"2,050 sqft",1938,No Info,,"$1,250,000",San Francisco
898 Francisco St,6 Beds,7 Baths,"6,305 sqft",1914,Attached Garage,No,"$9,950,000",San Francisco
461 2nd St #C118,1 Bed,1 Bath,672 sqft,1907,Garage,,"$750,000",San Francisco
1945 California St,4 Beds,4 Baths,"2,602 sqft",1941,Garage,,"$2,695,000",San Francisco
201 Folsom St #34B,4 Beds,3 Baths,"2,683 sqft",2016,1 Parking Spaces,Pool,"$5,388,000",San Francisco
1506 25th St,4 Beds,3 Baths,"2,520 sqft",1900,Garage,No,"$1,875,000",San Francisco
1688 Pine St #W404,1 Bed,1 Bath,694 sqft ,2016,No Info,,"$799,000",San Francisco
888 7th St #304,1 Bed,1 Bath,535 sqft ,2007,164 Carport Spaces,,"$383,277",San Francisco
1354-1356 48th Ave,5 Beds,2 Baths,"1,615 sqft",1909,Garage,No,"$1,050,000",San Francisco
79 Chattanooga St,3 Beds,4 Baths,"2,102 sqft",No Info,2 Parking Spaces,,"$2,595,000",San Francisco
352 San Carlos St,2 Beds,1 Bath,743 sqft,1900,No Info,Pool,"$699,000",San Francisco
200 Brannan St #319,2 Beds,2 Baths,"1,934 sqft ",2004,Garage,,"$1,925,000",San Francisco
55 Retiro Way,6 Beds,3 Baths,"3,050 sqft",1927,Attached Garage,No,"$3,890,000",San Francisco
2531 Larkin St,4 Beds,5 Baths,"3,877 sqft",1900,Attached Garage,No,"$5,895,000",San Francisco
108 Caine Ave,4 Beds,1 Bath,"1,320 sqft",1932,1 Car Garage,No,"$799,998",San Francisco
926 Wawona St,4 Beds,4 Baths,"2,602 sqft",1930,Garage,No,"$2,100,000",San Francisco
11 Franklin St #302,1 Bed,1 Bath,,2016,No Info,,"$695,000",San Francisco
1275 Indiana St #403,2 Beds,2 Baths,"1,096 sqft ",2014,Garage,,"$900,000",San Francisco
1073 Texas St,3 Beds,2 Baths,"1,630 sqft",2004,Attached Garage,,"$1,249,000",San Francisco
52 Maynard St,4 Beds,3 Baths,"2,064 sqft",1979,No Info,No,"$1,275,000",San Francisco
2226 California St #201,2 Beds,2 Baths,"1,465 sqft",1885,No Info,,"$1,695,000",San Francisco
1885 Jackson St #402,2 Beds,2 Baths,,1962,Attached Garage,Pool,"$1,089,000",San Francisco
2555 Union St,4 Beds,4 Baths,"6,024 sqft",2006,No Info,No,"$12,600,000",San Francisco
65 Ora Way #C-207,1 Bed,1 Bath,684 sqft,1975,Garage,Pool,"$379,208",San Francisco
31 Camp St #A,2 Beds,1 Bath,955 sqft,1909,Garage,,"$1,100,000",San Francisco
2812 19th St,3 Beds,3 Baths,"1,820 sqft",1900,Attached Garage,,"$1,850,000",San Francisco
1670 Kirkwood Ave #A,2 Beds,1 Bath,580 sqft,2001,No Info,,"$425,000",San Francisco
4520 17th St #1,3 Beds,3 Baths,"1,675 sqft",1990,Garage,,"$1,398,000",San Francisco
486 15th Ave,2 Beds,1 Bath,"1,453 sqft",1921,Attached Garage,,"$1,295,000",San Francisco
489 30th St,6 Beds,5 Baths,"4,130 sqft",2021,Garage,No,"$4,699,888",San Francisco
2 Everson St,4 Beds,6 Baths,"6,230 sqft",1971,Attached Garage,No,"$11,000,000",San Francisco
541-543 37th Ave,5 Beds,3 Baths,"2,800 sqft",1912,0 Open Spaces,,"$1,595,000",San Francisco
520 Natoma St #11,Studio,1 Bath,347 sqft,1911,No Info,,"$339,000",San Francisco
246 Carl St,3 Beds,5 Baths,"4,216 sqft",No Info,Attached Garage,,"$3,995,000",San Francisco
195-197 Precita Ave,,,"1,540 sqft",1900,Garage,,"$1,099,000",San Francisco
1180 Eddy St #B,2 Beds,2 Baths,816 sqft,1992,1 Parking Spaces,,"$849,999",San Francisco
1230 Sacramento St,4 Beds,3 Baths,"4,822 sqft",1916,Garage,No,"$7,995,000",San Francisco
423 Capp St,4 Beds,2 Baths,"1,800 sqft",No Info,2 Parking Spaces,,"$1,495,000",San Francisco
2800 Sloat Blvd,2 Beds,2 Baths,"1,011 sqft",2020,No Info,,"$1,152,000",San Francisco
1855 10th Ave,,,"16,077 sqft",1961,0 Open Spaces,,"$9,495,000",San Francisco
69 Pearl St,4 Beds,3 Baths,"1,763 sqft",1907,None,No,"$1,299,900",San Francisco
251-253 Collingwood St,5 Beds,4 Baths,"4,015 sqft",1891,0 Open Spaces,No,"$5,495,000",San Francisco
8 Buchanan St #200,2 Beds,2 Baths,,2014,Garage,,"$999,000",San Francisco
2600 18th St #6,1 Bed,2 Baths,886 sqft,1999,Garage,,"$895,000",San Francisco
701 Minnesota St #111,2 Beds,1 Bath,"1,181 sqft ",1900,Garage,,"$1,195,000",San Francisco
555 Bartlett St #308,2 Beds,2 Baths,,No Info,Garage,,"$1,195,000",San Francisco
187 Putnam St,3 Beds,2 Baths,"1,381 sqft",1959,Attached Garage,No,"$1,395,000",San Francisco
1674 35th Ave,4 Beds,3 Baths,"2,300 sqft",1946,1 Car Garage,No,"$1,968,000",San Francisco
488 Folsom St #5602,3 Beds,4 Baths,"4,312 sqft",2019,Attached Garage,,"$14,900,000",San Francisco
946 De Haro St #A,3 Beds,2 Baths,"1,834 sqft",1906,Garage,,"$1,330,000",San Francisco
459 & 461 Potrero Ave,5 Beds,4 Baths,"2,592 sqft",1906,No Info,No,"$1,600,000",San Francisco
542 27th Ave,3 Beds,5 Baths,"3,810 sqft",1999,Garage,No,"$2,995,000",San Francisco
1 Hawthorne St #24D,3 Beds,3 Baths,"1,956 sqft ",2010,2 Parking Spaces,,"$2,998,000",San Francisco
373 Capp St,3 Beds,2 Baths,"1,400 sqft",1906,Attached Garage,,"$1,195,000",San Francisco
457 38th Ave,3 Beds,2 Baths,"3,530 sqft",1904,Garage,No,"$2,695,000",San Francisco
375 14th St,,,"9,284 sqft",1925,Attached Garage,,"$2,995,000",San Francisco
114 Coral Ct #26,3 Beds,3 Baths,"1,360 sqft",1981,No Info,Pool,"$699,000",San Francisco
1867 46th Ave,2 Beds,1 Bath,787 sqft,1946,Attached Garage,No,"$1,175,000",San Francisco
248 Myrtle St,2 Beds,1 Bath,975 sqft,1900,No Info,,"$775,000",San Francisco
4201 Ocean Ave,3 Beds,2 Baths,"1,660 sqft",1950,0 Open Spaces,No,"$1,325,000",San Francisco
77 Grand View Ave #103,1 Bed,1 Bath,900 sqft,1977,0 Open Spaces,,"$895,000",San Francisco
1780 Bancroft Ave #554,2 Beds,2 Baths,"1,117 sqft",2009,No Info,,"$563,569",San Francisco
1089 Chestnut St,5 Beds,8 Baths,"5,740 sqft",1990,3 Parking Spaces,No,"$11,900,000",San Francisco
1345 16th Ave #10,2 Beds,1 Bath,911 sqft,1924,Garage,Pool,"$799,000",San Francisco
312 Cortland Ave,3 Beds,4 Baths,"2,850 sqft",1900,Attached Garage,No,"$3,250,000",San Francisco
10 Reno Pl,7 Beds,8 Baths,,,,,"$6,995,000",San Francisco
401 Vicente St,3 Beds,2 Baths,"2,010 sqft",1931,Garage,No,"$1,795,000",San Francisco
220 Hermann St,3 Beds,2 Baths,"1,874 sqft",1900,No Info,No,"$1,750,000",San Francisco
2150 33rd Ave,4 Beds,3 Baths,"2,409 sqft",1936,Attached Garage,No,"$1,795,000",San Francisco
3660 20th St,,,"3,862 sqft",1907,Garage,,"$1,100,000",San Francisco
208 Fair Oaks St,8 Beds,,"4,463 sqft",1900,0 Open Spaces,No,"$4,600,000",San Francisco
777 Silver Ave,4 Beds,5 Baths,"2,340 sqft",2021,Garage,No,"$1,695,000",San Francisco
3537 Washington St,4 Beds,2 Baths,"2,761 sqft",1912,Garage,Pool,"$3,800,000",San Francisco
2391-2393 30th Ave,4 Beds,,"2,250 sqft",1945,2 Car Garage,,"$1,495,000",San Francisco
"Residence 806 Plan in One Steuart Lane by Paramount Group, Inc. and SRE Group Ltd.",3 Beds,3 Baths,"2,559 sqft",2021,Garage,,"$6,895,000+",San Francisco
524 Oak St,5 Beds,4 Baths,,,,,"$2,690,000",San Francisco
642 43rd Ave,3 Beds,3 Baths,"1,785 sqft",1926,Garage,No,"$1,768,000",San Francisco
122 19th Ave,4 Beds,6 Baths,"3,015 sqft",1984,2 Car Garage,No,"$3,380,000",San Francisco
1001 17th St #303,1 Bed,1 Bath,,2016,No Info,,"$675,000",San Francisco
345 Twin Peaks Blvd,5 Beds,4 Baths,"3,246 sqft",1955,Attached Garage,No,"$4,850,000",San Francisco
