Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Pool,Price,Location
17715 105th Ave,7 Beds,3 Baths,"2,400 sqft",1935,No Info,,"$889,000",New York
9008 184th Pl,4 Beds,2 Baths,"1,440 sqft",1920,Garage,,"$585,000",New York
9989 Shore Rd #16E,2 Beds,2 Baths,"1,200 sqft",,,,"$599,000",New York
67-11 Yellowstone Blvd #4B,2 Beds,1 Bath,,Year Built,,,"$453,000",New York
368 Grand Ave,5 Beds,3 Baths,"2,700 sqft",1910,No Info,,"$2,895,000",New York
2244 Bronx Park E #2C,2 Beds,1 Bath,865 sqft,1956,No Info,,"$199,000",New York
140 Ramble Rd,3 Beds,2 Baths,"1,192 sqft",1965,Garage,No,"$649,999",New York
1042 E 52nd St,4 Beds,2 Baths,906 sqft,1940,No Info,,"$575,000",New York
209-10 41st Ave #6A,2 Beds,1 Bath,900 sqft,1968,Garage,,"$360,000",New York
1117 Madison St #2FAMILY,5 Beds,5 Baths,"2,454 sqft",1905,Garage,,"$1,495,000",New York
250 Garfield Pl,5 Beds,5 Baths,"4,200 sqft",1899,No Info,,"$7,995,000",New York
1149 Park Ave,4 Beds,7 Baths,"4,700 sqft",1901,No Info,No,"$8,750,000",New York
176-09 132nd Ave,6 Beds,4 Baths,"2,100 sqft",2006,No Info,,"$669,000",New York
453 Fairview Ave,8 Beds,4 Baths,"3,300 sqft",1920,Garage,,"$1,468,000",New York
1225 E 73rd St,7 Beds,4 Baths,"2,000 sqft",1970,No Info,,"$1,079,000",New York
753 Nugent Ave,3 Beds,2 Baths,"1,280 sqft",1979,Open Parking,No,"$599,000",New York
86 Bartow St,3 Beds,2 Baths,"1,176 sqft",1975,Carport,Yes,"$639,900",New York
522 8th St,6 Beds,3 Baths,"3,000 sqft",1901,No Info,,"$3,295,000",New York
667 King Ave,3 Beds,2 Baths,"1,600 sqft",1930,Garage,No,"$799,000",New York
639 Baker Ave,5 Beds,3 Baths,"3,246 sqft",1925,No Info,,"$948,888",New York
251 7th St #11C,1 Bed,1 Bath,659 sqft,2009,No Info,,"$725,000",New York
24748 89th Ave,3 Beds,1 Bath,"1,526 sqft",1930,Garage,No,"$649,000",New York
72-61 113th St #7B,Studio,1 Bath,,Year Built,,,"$140,000",New York
104-54 164th St,5 Beds,2 Baths,,,,,"$310,000",New York
527 3rd St,5 Beds,5 Baths,"4,016 sqft",1899,None,No,"$7,250,000",New York
13437 155th St,4 Beds,2 Baths,"1,920 sqft",1950,No Info,No,"$389,000",New York
263 Stuyvesant Ave,4 Beds,4 Baths,"3,458 sqft",1910,No Info,,"$2,400,000",New York
303 E 57th St #27L,Studio,1 Bath,,Year Built,,Pool,"$259,000",New York
469 60th St,8 Beds,3 Baths,"3,066 sqft",No Info,Open Parking,,"$1,680,000",New York
37 Warren St,4 Beds,7 Baths,"5,499 sqft",1931,No Info,,"$19,995,000",New York
66-04 Forest Ave,15 Beds,9 Baths,,Year Built,,,"$1,655,555",New York
933 Fteley Ave,6 Beds,5 Baths,,Year Built,,,"$850,000",New York
4321 Kepler Ave,3 Beds,2 Baths,"1,600 sqft",1920,No Info,No,"$680,000",New York
2844 Marion Ave,8 Beds,3 Baths,"3,528 sqft",1910,No Info,No,"$849,000",New York
31 Jane St #6F,2 Beds,2 Baths,,Year Built,,,"$1,599,000",New York
2898 Wellman Ave,3 Beds,2 Baths,"1,512 sqft",1920,Garage,No,"$699,900",New York
117-17 Inwood St,4 Beds,2 Baths,,1930,No Info,No,"$599,000",New York
228 Balsam Pl,3 Beds,3 Baths,"1,332 sqft",1986,Open Parking,No,"$524,900",New York
460 Neptune Ave #18R,3 Beds,2 Baths,"1,250 sqft",1964,No Info,,"$649,000",New York
3178 Nostrand Ave #5G,4 Beds,2 Baths,"1,700 sqft",1958,No Info,,"$499,999",New York
361 E 153rd St #3,8 Beds,6 Baths,"3,425 sqft",2004,No Info,,"$810,000",New York
143-58 227th St,3 Beds,2 Baths,"1,150 sqft",1955,1 Car Garage,No,"$699,000",New York
3376 167th St,3 Beds,3 Baths,"2,500 sqft",1965,1 Car Garage,No,"$1,348,000",New York
9 Boyle Pl,3 Beds,2 Baths,"1,292 sqft",1931,Open Parking,Yes,"$698,000",New York
231 Dean St,6 Beds,4 Baths,"3,800 sqft",1915,No Info,No,"$3,600,000",New York
210 E 88th St #1C,1 Bed,1 Bath,,Year Built,,,"$410,000",New York
303 E 57th St #44G,3 Beds,4 Baths,"3,300 sqft",1968,No Info,Pool,"$750,000",New York
82 Saint Stephens Pl,3 Beds,1 Bath,"1,050 sqft",1955,Open Parking,No,"$499,000",New York
108 Taft Ave #A,7 Beds,4 Baths,"2,000 sqft",1965,Open Parking,,"$575,000",New York
34-26 208th St,3 Beds,3 Baths,"1,450 sqft",1925,Garage,No,"$997,800",New York
167 Havemeyer St #1,3 Beds,1 Bath,,,,,"$399,000",New York
23-45 21,4 Beds,3 Baths,,Year Built,,,"$1,425,000",New York
111-14 Witthoff St,4 Beds,3 Baths,"1,517 sqft",1920,No Info,No,"$749,000",New York
95 Sterling St,3 Beds,3 Baths,"1,800 sqft",1910,No Info,No,"$1,600,000",New York
268 Bryson Ave,4 Beds,4 Baths,"2,040 sqft",1950,1 Car Garage,Yes,"$789,000",New York
15 Leonard St,5 Beds,6 Baths,"4,574 sqft",2014,No Info,,"$21,500,000",New York
3520 Leverich St #B222,3 Beds,2 Baths,"1,936 sqft",1964,No Info,Pool,"$977,000",New York
399 President St,7 Beds,7 Baths,"7,024 sqft",2015,No Info,,"$9,975,000",New York
154 Spring St,4 Beds,5 Baths,"4,131 sqft",1920,No Info,,"$8,995,000",New York
50 United Nations Plz #DPH42,4 Beds,8 Baths,"9,704 sqft",2015,No Info,Pool,"$39,950,000",New York
14412 Shore Ave,6 Beds,4 Baths,,1930,No Info,No,"$689,000",New York
2151 45th Ave,4 Beds,3 Baths,"2,624 sqft",1881,No Info,,"$2,795,000",New York
3935 50th Ave,3 Beds,2 Baths,,1940,Garage,,"$990,000",New York
871 E 223rd St,3 Beds,3 Baths,"1,690 sqft",1970,Garage,No,"$560,000",New York
32 Perry St,5 Beds,5 Baths,"4,451 sqft",1899,No Info,,"$16,500,000",New York
Address Not Disclosed,6 Beds,11 Baths,"4,815 sqft",2008,Garage,,"$2,750,000",New York
228 Baltic St,3 Beds,2 Baths,"2,900 sqft",1901,No Info,,"$4,995,000",New York
344 Pennyfield Ave,3 Beds,2 Baths,857 sqft,1955,No Info,Yes,"$585,000",New York
27 E 65th St #14E,3 Beds,3 Baths,"1,850 sqft",1963,None,,"$999,000",New York
620 E 223rd St,4 Beds,3 Baths,"1,424 sqft",1925,Garage,No,"$639,000",New York
1876 Willoughby Ave #2,3 Beds,3 Baths,"1,380 sqft",1935,No Info,,"$1,299,000",New York
303 E 57th St #28B,2 Beds,3 Baths,,Year Built,,Pool,"$350,000",New York
201 E 15th St #3E,2 Beds,2 Baths,"1,350 sqft",1960,No Info,,"$595,000",New York
3 Riverside Dr,9 Beds,15 Baths,"19,251 sqft",1899,Garage,Pool,"$19,995,000",New York
1216 Schenectady Ave,4 Beds,2 Baths,"1,568 sqft",1930,Garage,No,"$679,000",New York
813 8th Ave #2R,2 Beds,1 Bath,,1920,None,,"$785,000",New York
95-68 115th St,3 Beds,3 Baths,,1920,No Info,No,"$740,000",New York
84-29 155th Ave #2C,4 Beds,2 Baths,,,,,"$289,000",New York
31 Crabtree Ln,3 Beds,2 Baths,"1,660 sqft",1997,1 Car Garage,No,"$665,000",New York
310 W 122nd St #5W,2 Beds,1 Bath,"1,012 sqft",1901,No Info,,"$459,000",New York
2860 W 20th St,3 Beds,2 Baths,"1,344 sqft",1993,No Info,No,"$650,000",New York
780 Stafford Ave,5 Beds,4 Baths,"2,736 sqft",1984,Garage,,"$819,000",New York
2513 E 21st St,6 Beds,3 Baths,"2,560 sqft",1930,Garage,,"$1,259,888",New York
3124 Tiemann Ave,3 Beds,2 Baths,"1,080 sqft",1960,No Info,,"$479,000",New York
363 6th St,5 Beds,2 Baths,"2,086 sqft",1901,No Info,,"$2,495,000",New York
378 W End Ave #15A,6 Beds,8 Baths,"7,485 sqft",2021,No Info,Pool,"$25,950,000",New York
180 72nd St #334,1 Bed,1 Bath,700 sqft,1988,None,,"$299,000",New York
990 5th Ave,6 Beds,5 Baths,"6,200 sqft",1927,No Info,,"$35,000,000",New York
10119 158th Ave,3 Beds,2 Baths,948 sqft,1920,Garage,No,"$409,900",New York
120 W 70th St #1B,1 Bed,1 Bath,,1917,No Info,,"$649,000",New York
10533 Avenue L,3 Beds,2 Baths,"1,870 sqft",1960,No Info,No,"$599,000",New York
21-77 33rd St #4G,2 Beds,1 Bath,"430,000 sqft",1923,No Info,,"$329,000",New York
811 Cortelyou Rd #3A,1 Bed,1 Bath,900 sqft,1941,No Info,,"$280,000",New York
781 5th Ave #18,7 Beds,8 Baths,,Year Built,,,"$55,000,000",New York
66-06 Forest Ave #9FAMM,15 Beds,9 Baths,"2,235 sqft",1930,No Info,,"$1,655,555",New York
495 4th Ave,4 Beds,6 Baths,"1,530 sqft",1901,None,,"$2,495,000",New York
147-23 75th Ave,8 Beds,6 Baths,,2008,1 Car Garage,No,"$2,490,000",New York
41 Great Jones St #4,5 Beds,10 Baths,"8,476 sqft",2018,No Info,,"$22,850,000",New York
78 Weldon St,5 Beds,4 Baths,"1,577 sqft",1910,No Info,No,"$769,000",New York
75-17 177th St,Studio,4 Baths,"4,000 sqft",1950,No Info,No,"$1,100,000",New York
61 William St,5 Beds,3 Baths,"1,560 sqft",1921,No Info,Yes,"$799,000",New York
15 E 88th St,8 Beds,9 Baths,"9,600 sqft",1901,No Info,No,"$28,800,000",New York
104 Auburn Ave,4 Beds,2 Baths,"1,251 sqft",1955,Garage,Yes,"$724,888",New York
490 Ashford St,3 Beds,3 Baths,,1993,No Info,No,"$559,000",New York
109-56 142nd St,4 Beds,2 Baths,,1930,Garage,,"$699,000",New York
16037 86th St,3 Beds,2 Baths,"2,000 sqft",1960,Garage,No,"$879,000",New York
1430 Seagirt Blvd #1D,2 Beds,1 Bath,,1959,Attached Garage,,"$135,000",New York
125 W 21st St #10A,2 Beds,2 Baths,"1,361 sqft",2006,No Info,,"$2,850,000",New York
147-07 Willets Point Blvd,3 Beds,3 Baths,"1,536 sqft",1940,Garage,No,"$945,000",New York
303 E 57th St #31G,3 Beds,4 Baths,,1968,No Info,Pool,"$525,000",New York
15313 118th Ave,2 Beds,1 Bath,"1,325 sqft",1920,No Info,No,"$479,888",New York
10 Riverside Blvd #36B,4 Beds,5 Baths,"4,134 sqft",2019,No Info,Pool,"$17,000,000",New York
216B Edgewater Park #B,2 Beds,1 Bath,,Year Built,,,"$50,000",New York
4240 165th St,4 Beds,3 Baths,,1930,Garage,,"$998,000",New York
64-42 83rd St,4 Beds,1 Bath,,1930,Garage,No,"$945,000",New York
100 Bennett Ave #3/4F,3 Beds,2 Baths,"1,400 sqft",1939,No Info,,"$765,000",New York
2041 E 57th St #104E,2 Beds,1 Bath,960 sqft,1955,1 Parking Spaces,,"$299,000",New York
13-36 143rd St,3 Beds,2 Baths,"2,000 sqft",1955,1 Car Garage,No,"$1,130,000",New York
602 158th St,7 Beds,8 Baths,"7,500 sqft ",2009,4 Car Garage,Yes,"$5,950,000",New York
160 E 72nd St #5,4 Beds,5 Baths,,1928,No Info,,"$8,750,000",New York
80-58 231st St,4 Beds,3 Baths,"5,400 sqft",1950,Garage,No,"$845,000",New York
1867 7th Ave #2A,2 Beds,1 Bath,,1925,None,,"$244,900",New York
24-75 38th St #A3,5 Beds,3 Baths,"1,700 sqft",1929,No Info,,"$1,350,000",New York
4513 Avenue M,3 Beds,2 Baths,"1,152 sqft",1925,Open Parking,No,"$569,000",New York
611 76th St,3 Beds,3 Baths,"2,520 sqft",1901,No Info,No,"$1,595,000",New York
132 W 71st St #9,1 Bed,1 Bath,,Year Built,,,"$539,000",New York
308 Hemlock St,5 Beds,3 Baths,"2,160 sqft",1910,No Info,,"$889,000",New York
412 7th Ave #2F,2 Beds,1 Bath,,1901,No Info,,"$799,000",New York
10 Riverside Blvd #33B,3 Beds,4 Baths,"2,162 sqft",2019,No Info,Pool,"$6,280,000",New York
282 Henry St #1/2,2 Beds,2 Baths,,Year Built,,,"$1,495,000",New York
21-68 46th St,5 Beds,3 Baths,,1930,No Info,,"$1,399,000",New York
98 Wolkoff Ln #A,3 Beds,2 Baths,"1,176 sqft",1985,No Info,Pool,"$409,990",New York
15 Willow St,6 Beds,6 Baths,"6,200 sqft",1834,No Info,,"$10,300,000",New York
657 Ilyssa Way,3 Beds,4 Baths,"1,510 sqft",1996,1 Car Garage,,"$449,999",New York
264 Vogel Ave,3 Beds,2 Baths,"1,144 sqft",1970,Garage,No,"$599,900",New York
10 Riverside Blvd #30F,3 Beds,3 Baths,"1,824 sqft",2019,No Info,Pool,"$4,925,000",New York
162-40 9th Ave #4A,3 Beds,1 Bath,,Year Built,,Pool,"$436,888",New York
552 3rd Ave #2,3 Beds,2 Baths,"1,400 sqft",1900,No Info,,"$1,395,000",New York
111-34 198th St,3 Beds,3 Baths,"1,884 sqft",1925,Garage,No,"$795,000",New York
601 W End Ave #5B,3 Beds,2 Baths,"1,300 sqft",1916,No Info,,"$2,195,000",New York
49 Hilltop Ter,3 Beds,3 Baths,"1,624 sqft",1965,2 Car Garage,No,"$1,499,999",New York
1942 Kimball St,3 Beds,2 Baths,"1,142 sqft",1925,No Info,No,"$799,000",New York
226 E 27th St #3B,1 Bed,1 Bath,650 sqft,1920,None,,"$380,000",New York
115 Central Park W #14G,3 Beds,4 Baths,,1931,No Info,,"$4,250,000",New York
51-69 72nd Pl,3 Beds,6 Baths,,1910,Garage,,"$1,150,000",New York
33 E 74th St,5 Beds,6 Baths,"10,088 sqft",1910,No Info,,"$41,000,000",New York
476 Broadway #4F,4 Beds,3 Baths,"4,034 sqft",1904,No Info,,"$6,995,000",New York
23 E 22nd St #8A,3 Beds,4 Baths,"2,723 sqft",2009,None,,"$10,250,000",New York
33 Forrestal Ave,3 Beds,2 Baths,"2,416 sqft",1975,Open Parking,No,"$665,000",New York
30 Gunther Pl,3 Beds,2 Baths,"1,440 sqft",1901,No Info,,"$279,000",New York
6147 56th Rd,6 Beds,5 Baths,"2,310 sqft",2019,No Info,,"$1,499,000",New York
50 Wooster St #5N,3 Beds,4 Baths,"4,800 sqft",1895,No Info,,"$14,770,000",New York
2287 Mott Ave #2B,1 Bed,1 Bath,900 sqft,1955,No Info,,"$110,000",New York
217-10 136th Rd #2,3 Beds,2 Baths,"5,000 sqft",1925,No Info,,"$749,000",New York
70 W 45th St,6 Beds,11 Baths,"8,300 sqft",2009,Garage,,"$50,000,000",New York
49 E 12th St #6C,2 Beds,2 Baths,,Year Built,,,"$1,999,000",New York
11 Terrace Pl #1A,2 Beds,2 Baths,"1,007 sqft",2006,No Info,,"$995,000",New York
3430 88th St,4 Beds,2 Baths,"1,360 sqft",1935,Garage,No,"$1,249,000",New York
108-52 176th St,5 Beds,3 Baths,,1950,2 Parking Spaces,,"$895,000",New York
202 Bay 11th St,3 Beds,3 Baths,"1,515 sqft",1920,None,No,"$898,000",New York
185 E 2nd St #5D,1 Bed,1 Bath,,Year Built,,,"$425,000",New York
801 W End Ave #1C,2 Beds,2 Baths,,Year Built,,,"$1,100,000",New York
157 W 57th St #87,4 Beds,6 Baths,"6,234 sqft",2013,No Info,Pool,"$44,000,000",New York
14-46 31st Dr #1-3,8 Beds,7 Baths,"3,780 sqft",1930,No Info,,"$2,488,000",New York
85-29 253rd St,2 Beds,2 Baths,,1950,Garage,No,"$699,000",New York
21 Cornelia St,5 Beds,6 Baths,"3,327 sqft",1900,No Info,,"$9,850,000",New York
30 Riverside Blvd #32A,3 Beds,4 Baths,"1,918 sqft",2019,No Info,Pool,"$5,895,000",New York
30 Riverside Blvd #37E,3 Beds,4 Baths,"2,488 sqft",2019,No Info,Pool,"$8,360,000",New York
6619 52nd Ave,5 Beds,3 Baths,"1,950 sqft",1920,Garage,,"$1,490,000",New York
35-44 75th St #1E,1 Bed,1 Bath,,Year Built,,,"$369,000",New York
4028 College Point Blvd #1507,2 Beds,2 Baths,"1,059 sqft",2010,No Info,,"$958,000",New York
519 E 87th St #3C,1 Bed,1 Bath,,Year Built,,,"$325,000",New York
10 Gracie Sq #910F,5 Beds,5 Baths,,Year Built,,,"$7,350,000",New York
542 16th St,3 Beds,2 Baths,"2,380 sqft",1920,No Info,,"$2,700,000",New York
84-10 153rd Ave #3A,1 Bed,1 Bath,,Year Built,,,"$125,000",New York
2425 Kings Hwy #A23,1 Bed,1 Bath,700 sqft,1932,No Info,,"$260,000",New York
279 Finley Ave,3 Beds,2 Baths,"1,302 sqft",1978,Open Parking,Yes,"$629,000",New York
94-30 60th Ave #2A,Studio,1 Bath,,Year Built,,,"$259,000",New York
645 Barretto St #5J,1 Bed,1 Bath,750 sqft,1927,No Info,,"$85,000",New York
720 Park Ave #910B,6 Beds,8 Baths,,Year Built,,,"$15,900,000",New York
1241 81st St,3 Beds,2 Baths,"2,079 sqft",1920,Attached Garage,No,"$829,000",New York
312 W 49th St #4RW,1 Bed,1 Bath,,Year Built,,,"$375,000",New York
246 Withers St #2B,1 Bed,1 Bath,593 sqft,2004,No Info,,"$679,000",New York
264 Beach 137th St,3 Beds,2 Baths,"1,550 sqft",1935,Garage,No,"$879,000",New York
30 Riverside Blvd #23P,3 Beds,4 Baths,"1,811 sqft",2019,No Info,Pool,"$4,870,000",New York
2074 Virgil Pl,5 Beds,3 Baths,"2,008 sqft",1950,No Info,No,"$620,000",New York
6111 169th St,3 Beds,3 Baths,,1930,2 Car Garage,,"$929,000",New York
1576 Eastern Pkwy,9 Beds,4 Baths,"4,400 sqft",1920,Garage,,"$1,650,000",New York
209-72 45th Rd,2 Beds,2 Baths,760 sqft,1945,No Info,,"$649,000",New York
1071 77th St,3 Beds,2 Baths,"1,344 sqft",1930,No Info,No,"$949,000",New York
30-38 153rd St,3 Beds,2 Baths,,1910,Garage,No,"$1,099,000",New York
311 Ilyssa Way,3 Beds,4 Baths,"1,510 sqft",1996,Garage,Pool,"$445,000",New York
31-8 46th St #2,9 Beds,3 Baths,"3,080 sqft",1970,No Info,,"$1,799,000",New York
15805 Linden Blvd,4 Beds,2 Baths,"1,320 sqft",1925,No Info,No,"$549,000",New York
3200 Hering Ave,5 Beds,3 Baths,"2,683 sqft",1955,1 Car Garage,,"$695,000",New York
66 E 58th St,4 Beds,3 Baths,"2,038 sqft",1945,1 Car Garage,No,"$624,777",New York
35 Park Ave #12AB,2 Beds,2 Baths,,Year Built,,,"$1,545,000",New York
2301 Avenue I,10 Beds,10 Baths,"5,630 sqft",2004,Garage,No,"$5,699,000",New York
41 Perry St #5AB,2 Beds,2 Baths,820 sqft,1910,No Info,,"$1,400,000",New York
1449 76th St,3 Beds,2 Baths,"1,428 sqft",1915,Garage,No,"$998,000",New York
136 E 56th St #15DD,2 Beds,2 Baths,"1,350 sqft",1962,No Info,,"$1,249,000",New York
901 Lexington Ave #3S,3 Beds,3 Baths,,Year Built,,,"$1,500,000",New York
3 Delmar Ave #H,2 Beds,2 Baths,"1,072 sqft",1990,No Info,No,"$489,000",New York
224 Willard Ave,3 Beds,2 Baths,"1,512 sqft",1935,No Info,Yes,"$699,000",New York
250 Mercer St,2 Beds,2 Baths,"2,000 sqft",1888,No Info,,"$1,499,000",New York
4606 189th St,4 Beds,2 Baths,"1,642 sqft",1940,1 Car Garage,No,"$875,900",New York
18 E 76th St,8 Beds,8 Baths,"10,500 sqft",1910,No Info,,"$22,000,000",New York
1656 Park Pl,6 Beds,4 Baths,"2,544 sqft",2003,No Info,,"$1,275,000",New York
2390 Palisade Ave #4F,3 Beds,2 Baths,"1,400 sqft",1964,Garage,Pool,"$460,000",New York
24 W 10th St,7 Beds,9 Baths,"9,000 sqft",1901,No Info,,"$28,000,000",New York
639 Hudson St #2,3 Beds,2 Baths,"2,118 sqft",1999,No Info,,"$4,350,000",New York
12 Warren St,2 Beds,3 Baths,"2,505 sqft",2016,No Info,,"$5,649,000",New York
12009 170th St #2,6 Beds,4 Baths,"4,000 sqft",1945,No Info,,"$1,199,000",New York
113-15 34th Ave #F,2 Beds,1 Bath,,,,,"$150,000",New York
480 Chauncey St,9 Beds,4 Baths,"3,600 sqft",1910,No Info,,"$2,195,000",New York
5314 Glenwood Rd,2 Beds,2 Baths,966 sqft,1940,No Info,No,"$575,000",New York
1478 E 28th St #1R,1 Bed,1 Bath,,Year Built,,,"$179,000",New York
15 Cameron Ave,3 Beds,2 Baths,"1,125 sqft",1960,No Info,No,"$598,000",New York
101 Duncan St,4 Beds,5 Baths,"3,036 sqft",1988,Garage,No,"$1,100,000",New York
807 Waring Ave,3 Beds,2 Baths,"1,831 sqft",1960,Garage,,"$729,000",New York
61-08 82nd St,3 Beds,4 Baths,,1950,No Info,No,"$1,199,000",New York
47 Columbia Pl,4 Beds,4 Baths,"3,716 sqft",1998,Garage,No,"$9,800,000",New York
37 Bridge St #B,3 Beds,2 Baths,"1,600 sqft",1915,No Info,,"$2,495,000",New York
25 Forest Grn,3 Beds,2 Baths,"1,088 sqft",1975,Garage,Pool,"$499,000",New York
502 E 11th St #1,5 Beds,4 Baths,"4,000 sqft",1900,No Info,,"$3,995,000",New York
156 Ridgewood Ave,4 Beds,2 Baths,"1,376 sqft",1975,No Info,Yes,"$615,000",New York
148A Madison St #8H,2 Beds,2 Baths,770 sqft,2002,No Info,,"$880,000",New York
469 Union St,4 Beds,3 Baths,"3,364 sqft",2018,No Info,,"$2,995,000",New York
62 Grafe St,3 Beds,2 Baths,"1,800 sqft",1994,No Info,No,"$639,000",New York
269 W 87th St #4B,3 Beds,4 Baths,"2,193 sqft",2018,No Info,,"$2,543,000",New York
2011 E 58th St #149F,2 Beds,1 Bath,885 sqft,1955,No Info,,"$298,000",New York
8103 88th St,4 Beds,2 Baths,,1930,Garage,No,"$949,000",New York
458 Foster Rd,3 Beds,2 Baths,"2,004 sqft",1974,Garage,Yes,"$799,000",New York
223 N 11th St #2,2 Beds,1 Bath,775 sqft,2006,No Info,,"$1,049,000",New York
159 W 13th St,6 Beds,6 Baths,"3,920 sqft",1910,No Info,,"$6,500,000",New York
23 Norden St,3 Beds,2 Baths,"1,216 sqft",1920,No Info,No,"$760,000",New York
360 W 253rd St,7 Beds,8 Baths,"15,000 sqft ",1928,No Info,No,"$9,800,000",New York
245-14 61st Ave,2 Beds,1 Bath,950 sqft,1952,No Info,,"$328,888",New York
570 7th St #3C,1 Bed,1 Bath,560 sqft,1900,No Info,,"$699,000",New York
659 Correll Ave,2 Beds,1 Bath,978 sqft,1985,No Info,Pool,"$409,000",New York
700 Park Ave #14A-SVT2,4 Beds,4 Baths,,1960,No Info,,"$4,950,000",New York
379 13th St #4,3 Beds,2 Baths,"1,318 sqft",2021,No Info,,"$1,890,000",New York
10 Riverside Blvd #34C,2 Beds,3 Baths,"1,532 sqft",2019,No Info,Pool,"$4,070,000",New York
5 Devon Pl,3 Beds,2 Baths,"1,381 sqft",1955,1 Car Garage,No,"$798,000",New York
8 E 63rd St,9 Beds,12 Baths,"10,000 sqft",1899,No Info,,"$29,995,000",New York
1 W 67th St #505506,2 Beds,3 Baths,,1917,No Info,Pool,"$3,600,000",New York
340 E 64th St #3K,3 Beds,2 Baths,"1,437 sqft",1965,No Info,Pool,"$1,495,000",New York
123-22 146th St,2 Beds,1 Bath,,1920,Garage,No,"$270,000",New York
385 Argyle Rd #5C,2 Beds,1 Bath,,Year Built,,,"$799,000",New York
215 E 96th St #38B,3 Beds,3 Baths,"1,515 sqft",2005,Garage,Pool,"$1,375,000",New York
47-19 216th St #A1,1 Bed,1 Bath,,1970,Garage,,"$238,888",New York
173 Alter Ave,2 Beds,2 Baths,920 sqft,1930,Open Parking,No,"$529,900",New York
84-10 63rd Ave,3 Beds,3 Baths,,1940,1 Car Garage,,"$899,000",New York
269 W 87th St #11A,3 Beds,4 Baths,"2,468 sqft",2018,No Info,,"$3,300,000",New York
312 E 23rd St #3D,2 Beds,2 Baths,,,,,"$1,250,000",New York
302 5th Ave #2R,2 Beds,1 Bath,850 sqft,1920,No Info,,"$850,000",New York
17 Von Braun Ave,3 Beds,2 Baths,"1,732 sqft",1988,Attached Garage,No,"$499,900",New York
136 End Pl,3 Beds,2 Baths,"1,300 sqft",1974,No Info,No,"$579,989",New York
1655 Flatbush Ave #A1106,3 Beds,2 Baths,"1,000 sqft",1964,No Info,Pool,"$549,999",New York
22 W 66th St #24,3 Beds,3 Baths,"2,250 sqft",1986,No Info,,"$3,500,000",New York
2284 Atlantic Ave,7 Beds,5 Baths,,2005,1 Parking Spaces,,"$1,388,000",New York
245-14 61st Ave #2,2 Beds,1 Bath,950 sqft,No Info,No Info,,"$328,888",New York
4204 Foster Ave #1,5 Beds,3 Baths,,Year Built,,,"$939,000",New York
44 Laight St #1B,3 Beds,3 Baths,"4,125 sqft",1900,No Info,,"$5,495,000",New York
175 Pacific St #3,1 Bed,1 Bath,835 sqft,2006,No Info,,"$1,150,000",New York
57 Thompson St #5A,1 Bed,1 Bath,,Year Built,,,"$675,000",New York
156 Norfolk St,5 Beds,4 Baths,"3,000 sqft",1925,Garage,Yes,"$1,885,000",New York
2116 Dorchester Rd #4L,3 Beds,1 Bath,846 sqft,1912,No Info,,"$570,000",New York
429 Kent Ave #Townhouse 15,4 Beds,4 Baths,"3,288 sqft",2015,Garage,Pool,"$4,000,000",New York
104-20 68th Dr #AA03,2 Beds,1 Bath,900 sqft,1956,Garage,,"$345,000",New York
154 Norfolk St,3 Beds,4 Baths,"3,000 sqft",2015,No Info,Yes,"$1,750,000",New York
53-09 37th Rd,2 Beds,2 Baths,968 sqft,1940,No Info,No,"$795,000",New York
2838 Brighton 3rd St #3C,3 Beds,2 Baths,"1,549 sqft",2006,No Info,,"$899,888",New York
449 9th St #1F,1 Bed,1 Bath,750 sqft,1905,No Info,,"$650,000",New York
2269 62nd St,4 Beds,3 Baths,"1,376 sqft",1930,Garage,,"$1,099,000",New York
18-15 215th St #12L,1 Bed,1 Bath,,1966,Garage,,"$328,621",New York
1930 Hobart Ave,2 Beds,1 Bath,"1,064 sqft",1925,Garage,No,"$499,000",New York
210 E 84th St #5B,1 Bed,1 Bath,475 sqft,,,,"$435,000",New York
140 W 69th St #82A,Studio,1 Bath,,Year Built,,,"$345,000",New York
19411 45th Ave,6 Beds,6 Baths,"2,386 sqft",2020,Garage,,"$2,380,000",New York
301 E 61st St #19A,4 Beds,4 Baths,"2,900 sqft",2017,No Info,,"$8,750,000",New York
334 W 20th St,5 Beds,8 Baths,"7,058 sqft",1836,No Info,No,"$25,000,000",New York
6911 61st Rd,4 Beds,1 Bath,"1,296 sqft",1960,No Info,,"$1,100,000",New York
181 President St,4 Beds,4 Baths,"5,356 sqft",1931,Garage,,"$9,250,000",New York
73 W Washington Pl,6 Beds,9 Baths,"8,643 sqft",1900,No Info,,"$8,950,000",New York
30 Riverside Blvd #26G,2 Beds,3 Baths,"1,533 sqft",2019,No Info,Pool,"$3,650,000",New York
30 Riverside Blvd #32G,2 Beds,2 Baths,"1,419 sqft",2019,No Info,Pool,"$3,790,000",New York
330 S 3rd St #6,2 Beds,1 Bath,,Year Built,,,"$399,000",New York
1383 Plimpton Ave #5C,1 Bed,1 Bath,"1,000 sqft",1922,No Info,,"$50,000",New York
30 Riverside Blvd #30C,2 Beds,3 Baths,"1,453 sqft",2019,No Info,Pool,"$3,870,000",New York
1770 80th St,,3 Baths,"2,120 sqft",No Info,Open Parking,,"$1,300,000",New York
99 Jane St #3C,3 Beds,2 Baths,"1,672 sqft",1997,Garage,,"$3,750,000",New York
