Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Pool,Price,Location
3901 Nostrand Ave #4F,1 Bed,1 Bath,800 sqft,1961,No Info,Pool,"$299,999",New York
325 Riverside Dr #112,3 Beds,2 Baths,,1920,No Info,,"$1,850,000",New York
264 Beach 137 St,3 Beds,2 Baths,"1,550 sqft",1935,No Info,No,"$879,000",New York
214-36 32nd Rd,6 Beds,7 Baths,"10,000 sqft",2020,2 Car Garage,No,"$3,600,000",New York
845 United Nations Plz #58A,2 Beds,3 Baths,"2,010 sqft",2001,No Info,Pool,"$3,395,000",New York
197 Quincy St #4C,2 Beds,2 Baths,950 sqft,2021,No Info,,"$1,275,000",New York
41 Warren St,4 Beds,4 Baths,"3,300 sqft",1910,No Info,,"$7,995,000",New York
61 Conselyea St #B2,1 Bed,1 Bath,501 sqft,2005,No Info,,"$599,000",New York
30 Riverside Blvd #32C,2 Beds,3 Baths,"1,569 sqft",2019,No Info,Pool,"$4,120,000",New York
150 Joralemon St #6C,2 Beds,2 Baths,,Year Built,,,"$895,000",New York
420 12th St #G1L,1 Bed,1 Bath,,1881,No Info,,"$1,095,000",New York
224 Lefferts Ave #1,1 Bed,1 Bath,650 sqft,No Info,No Info,,"$170,000",New York
30 Riverside Blvd #32D,2 Beds,3 Baths,"1,491 sqft",2019,No Info,Pool,"$3,955,000",New York
6933 44th Ave,7 Beds,5 Baths,,1968,1 Car Garage,,"$1,598,000",New York
249 W 29th St #12,3 Beds,2 Baths,,1927,No Info,,"$2,950,000",New York
673 E 22nd St,7 Beds,5 Baths,"3,704 sqft",1920,No Info,No,"$1,595,000",New York
217 India St,6 Beds,6 Baths,"3,750 sqft",1931,No Info,,"$1,250,000",New York
303 W 66th St #1FE,2 Beds,1 Bath,,Year Built,,,"$940,000",New York
54 Warren St #4,3 Beds,3 Baths,"2,300 sqft",1915,No Info,,"$3,900,000",New York
115-36 217th St,4 Beds,2 Baths,"1,700 sqft",1940,No Info,No,"$649,000",New York
16 Lincoln Pl #2A,3 Beds,1 Bath,800 sqft,1920,No Info,,"$1,149,000",New York
15 Rivington St,3 Beds,3 Baths,"2,100 sqft",1900,None,,"$9,250,000",New York
71-35 168th St,3 Beds,3 Baths,"1,650 sqft",1945,Garage,No,"$1,080,000",New York
25 Tudor City Pl #1010/11,2 Beds,2 Baths,,Year Built,,,"$995,000",New York
196 Powers St #1,2 Beds,2 Baths,"1,962 sqft",2016,No Info,,"$1,999,000",New York
39 Tyndale St,5 Beds,5 Baths,"3,900 sqft",1989,2 Car Garage,No,"$1,549,000",New York
85-15 Main St #7D,2 Beds,2 Baths,"1,350 sqft",1966,No Info,Pool,"$462,000",New York
690 Washington St #4C,4 Beds,2 Baths,"1,600 sqft",1973,No Info,,"$1,995,000",New York
60 Sweetbrook Rd,3 Beds,4 Baths,"3,063 sqft",2021,Garage,,"$1,299,999",New York
150 E 90th St,4 Beds,4 Baths,"2,200 sqft",1922,No Info,,"$3,195,000",New York
1641 W 11th St,3 Beds,2 Baths,"1,352 sqft",1920,Garage,No,"$999,900",New York
3023 Richmond Rd,3 Beds,2 Baths,864 sqft,1930,No Info,No,"$499,900",New York
206 21st St #1B,2 Beds,2 Baths,"1,100 sqft",2003,No Info,,"$950,000",New York
141-03 79th Ave #3J,2 Beds,1 Bath,,1940,No Info,,"$335,000",New York
60-11 Broadway #4R,3 Beds,2 Baths,"1,622 sqft",1962,No Info,,"$329,000",New York
432 Park Ave #82,6 Beds,8 Baths,"8,054 sqft",2015,No Info,Pool,"$79,000,000",New York
1170 Ocean Pkwy #11G,2 Beds,1 Bath,,1965,Garage,Pool,"$275,000",New York
163-33 95th St,3 Beds,2 Baths,"1,050 sqft",1950,No Info,No,"$729,999",New York
176 Broadway #11E,2 Beds,2 Baths,"1,530 sqft",1927,No Info,,"$1,295,000",New York
4828 Bay Pkwy,3 Beds,3 Baths,"3,500 sqft",1930,Garage,No,"$1,459,000",New York
75 1/2 Bedford St,3 Beds,2 Baths,999 sqft,1901,No Info,No,"$4,990,000",New York
360 E 72nd St #1804/1904,5 Beds,4 Baths,"7,000 sqft",1963,No Info,,"$4,600,000",New York
245-58 63rd Ave,4 Beds,6 Baths,,2021,Garage,No,"$1,380,000",New York
907 Union St #3,1 Bed,1 Bath,825 sqft,1910,No Info,,"$970,000",New York
15 W 53rd St #49BCK,4 Beds,4 Baths,"3,530 sqft",1982,No Info,,"$6,599,000",New York
3875 Waldo Ave #10L,1 Bed,1 Bath,,Year Built,,,"$229,000",New York
33 Oakville St #B,3 Beds,4 Baths,"1,300 sqft",2021,Open Parking,No,"$749,900",New York
2109 Broadway #12/160,2 Beds,2 Baths,,Year Built,,,"$1,350,000",New York
303 E 57th St #40G,3 Beds,4 Baths,"3,500 sqft",1968,No Info,Pool,"$775,000",New York
484 Greenwich St,4 Beds,7 Baths,"9,715 sqft",1910,No Info,,"$23,500,000",New York
211 E 61st St,4 Beds,6 Baths,"4,800 sqft",1905,No Info,No,"$11,998,000",New York
55 W 95th St #65,3 Beds,2 Baths,"2,000 sqft",1913,No Info,,"$1,295,000",New York
340 E 93rd St #14H,1 Bed,1 Bath,,Year Built,,Pool,"$699,000",New York
2331 E 73rd St,5 Beds,3 Baths,"1,760 sqft",1960,Garage,,"$849,000",New York
92-01 92nd St,5 Beds,3 Baths,"1,800 sqft",1920,No Info,,"$929,000",New York
124 E 102nd St #6,3 Beds,1 Bath,700 sqft,1900,No Info,,"$325,000",New York
103 Lincoln Pl,,6 Baths,,1901,None,,"$2,300,000",New York
57 Ludwig Ln,4 Beds,3 Baths,"1,188 sqft",1975,Garage,No,"$599,900",New York
2785 Ocean Pkwy,2 Beds,1 Bath,"1,000 sqft ",1964,No Info,,"$125,000",New York
201 W 70th St #28B,2 Beds,2 Baths,,1971,No Info,,"$2,150,000",New York
36-14 216th St,5 Beds,3 Baths,,1920,Garage,,"$1,375,000",New York
22 Cornelia St #2,Studio,1 Bath,,Year Built,,,"$330,000",New York
140 E 2nd St #4L,1 Bed,1 Bath,725 sqft,1940,No Info,,"$595,000",New York
16 Serrell Ave,3 Beds,3 Baths,"2,400 sqft",1994,Garage,Pool,"$899,000",New York
162 E 80th St #2A,3 Beds,3 Baths,,Year Built,,,"$1,685,000",New York
217 W 57th St #123,5 Beds,5 Baths,"7,074 sqft",2020,No Info,Pool,"$65,750,000",New York
540 Powell St,4 Beds,2 Baths,"1,680 sqft",1967,Garage,Yes,"$639,000",New York
223 E 28th St,3 Beds,2 Baths,"1,599 sqft",1899,No Info,No,"$599,000",New York
78 S 1st St #25,1 Bed,1 Bath,,Year Built,,,"$499,000",New York
64-75 Austin St #5B,2 Beds,2 Baths,849 sqft,2014,No Info,,"$660,000",New York
120-24 178th Pl,3 Beds,2 Baths,"1,568 sqft",1935,Garage,No,"$465,000",New York
1200 E 53rd St #5F,2 Beds,1 Bath,850 sqft,No Info,No Info,,"$190,000",New York
88 Beaver St #B5A,2 Beds,2 Baths,,2007,None,,"$399,000",New York
1014 Arden Ave,3 Beds,2 Baths,"1,188 sqft",1925,No Info,No,"$599,999",New York
326 E 73rd St #4D,1 Bed,1 Bath,,Year Built,,,"$415,000",New York
76 Engert Ave #A,2 Beds,2 Baths,,2008,No Info,,"$1,775,000",New York
7227 Royce Pl,7 Beds,5 Baths,"3,013 sqft",1965,No Info,,"$1,100,000",New York
530 E 72nd St #10A,1 Bed,2 Baths,"1,000 sqft",1962,No Info,,"$895,000",New York
17732 129th Ave,6 Beds,6 Baths,"2,392 sqft",1988,2 Parking Spaces,,"$1,188,000",New York
230 Central Park S #16,4 Beds,6 Baths,"4,500 sqft",1937,None,,"$13,750,000",New York
663 Driggs Ave #1,3 Beds,3 Baths,"4,000 sqft",1920,No Info,,"$6,250,000",New York
18452 Grand Central Pkwy,4 Beds,3 Baths,"1,816 sqft",1940,No Info,No,"$1,050,000",New York
403 Avenue C #1D,1 Bed,2 Baths,"1,150 sqft",1915,No Info,,"$549,000",New York
88 E 3rd St #7,1 Bed,1 Bath,500 sqft,1900,No Info,,"$459,000",New York
20 E 74th St #6F,1 Bed,1 Bath,,1947,No Info,,"$1,500,000",New York
245 E 72nd St #E,1 Bed,2 Baths,,1930,No Info,,"$1,250,000",New York
75-23 217 #2,2 Beds,1 Bath,,1955,Garage,,"$319,000",New York
291 Warren St,6 Beds,6 Baths,"3,000 sqft",1915,No Info,,"$2,995,000",New York
630 Park Ave #5C,3 Beds,4 Baths,,Year Built,,,"$3,450,000",New York
181 E 28th St #1,4 Beds,4 Baths,"3,114 sqft",2020,No Info,,"$10,995,000",New York
24715 87th Dr,3 Beds,2 Baths,"1,088 sqft",1950,No Info,No,"$559,000",New York
1444 79th St,3 Beds,3 Baths,"2,700 sqft",1920,No Info,No,"$1,250,000",New York
226 Lincoln Pl,6 Beds,6 Baths,"5,000 sqft",1899,No Info,,"$6,750,000",New York
7134 Cooper Ave,3 Beds,2 Baths,,1930,1 Car Garage,No,"$780,000",New York
30 Beekman Pl #6C,1 Bed,1 Bath,"1,000 sqft",1931,No Info,,"$595,000",New York
11108 208th St,3 Beds,2 Baths,,1925,Garage,No,"$750,000",New York
440 E 57th St #18A,2 Beds,2 Baths,"1,500 sqft",1961,No Info,,"$1,595,000",New York
30 E 29th St #Pha,3 Beds,4 Baths,"4,394 sqft",2020,No Info,Pool,"$18,750,000",New York
160-23 122nd Ave,2 Beds,1 Bath,,1920,No Info,No,"$469,999",New York
311 Adams Ave,2 Beds,2 Baths,"1,734 sqft",2022,Garage,No,"$649,900",New York
22129 Edmore Ave,3 Beds,2 Baths,,1920,Garage,No,"$719,000",New York
110 Hicks St #2,2 Beds,1 Bath,,1900,No Info,,"$1,095,000",New York
790 Riverside Dr #1K,2 Beds,2 Baths,,1911,No Info,,"$950,000",New York
710 W End Ave,3 Beds,2 Baths,"1,400 sqft",1928,No Info,,"$1,395,000",New York
220 Withers St #2B,1 Bed,1 Bath,679 sqft,2016,No Info,,"$995,000",New York
768 5th Ave #1623,2 Beds,2 Baths,"1,487 sqft",1907,No Info,,"$5,350,000",New York
169 Hudson St #6N,3 Beds,4 Baths,"3,752 sqft",1915,No Info,,"$7,500,000",New York
3038 Kingsbridge Ter #1,6 Beds,3 Baths,"3,560 sqft",1940,2 Car Garage,,"$875,000",New York
21 Bay 17th St,7 Beds,3 Baths,"2,688 sqft",1905,Open Parking,,"$1,149,000",New York
160-19 83rd St,4 Beds,3 Baths,,1965,1 Car Garage,No,"$815,000",New York
2701 Goethals Rd N #G20,2 Beds,2 Baths,"1,056 sqft",1996,Carport,No,"$89,900",New York
255 Manhattan Ave,5 Beds,4 Baths,"2,700 sqft",1920,No Info,No,"$2,850,000",New York
51 Hawkins St,3 Beds,2 Baths,"1,400 sqft",1920,No Info,No,"$429,000",New York
84-19 51st Ave #3J,1 Bed,1 Bath,950 sqft,1953,No Info,,"$359,000",New York
52-15 65th Pl #3E,1 Bed,1 Bath,,1952,Garage,,"$249,000",New York
101 Sparkill Ave,4 Beds,3 Baths,"2,080 sqft",1996,Carport,No,"$1,098,000",New York
383 W Broadway #PENTHOUSE,4 Beds,6 Baths,"7,500 sqft",1900,No Info,,"$32,000,000",New York
140 Beach 61 St #2,6 Beds,2 Baths,"3,136 sqft",1970,No Info,,"$870,000",New York
2137 Clove Rd,5 Beds,3 Baths,"3,648 sqft ",1925,Garage,No,"$1,100,000",New York
1171 Ocean Pkwy #5G,2 Beds,1 Bath,,Year Built,,,"$449,000",New York
30 Riverside Blvd #27D,1 Bed,2 Baths,984 sqft,2019,No Info,Pool,"$2,425,000",New York
5-19 Borden Ave #8M,2 Beds,2 Baths,"1,298 sqft",2010,No Info,,"$1,495,000",New York
100 W 57th St #8N,2 Beds,2 Baths,"1,250 sqft",1962,No Info,,"$359,000",New York
181 E 73rd St #5C,1 Bed,1 Bath,900 sqft,1958,No Info,,"$895,000",New York
225 E 34th St #15K,1 Bed,1 Bath,825 sqft,2007,No Info,,"$1,199,000",New York
830 Park Ave #9C,2 Beds,2 Baths,,1913,No Info,,"$2,395,000",New York
303 E 57th St #11B,2 Beds,2 Baths,,1968,No Info,Pool,"$500,000",New York
308 E 72nd St #19B,3 Beds,4 Baths,"2,027 sqft",1997,No Info,,"$3,375,000",New York
87 Smith St #12D,2 Beds,2 Baths,"1,122 sqft",No Info,No Info,,"$1,250,000",New York
1451 E 104th St,7 Beds,5 Baths,"2,735 sqft",1960,Open Parking,,"$950,000",New York
408 W 25th St #2RW,Studio,1 Bath,,Year Built,,,"$360,000",New York
316 W 47th St #3RE,1 Bed,1 Bath,328 sqft,1920,No Info,,"$345,000",New York
40-01 Little Neck Pkwy #16B,1 Bed,1 Bath,,1941,No Info,,"$215,000",New York
260 Beach 81st St #5K,2 Beds,1 Bath,864 sqft,2005,Open Parking,,"$369,000",New York
233 Park Pl #27,2 Beds,1 Bath,,1931,No Info,,"$749,000",New York
550 W 29th St #C,3 Beds,4 Baths,"2,945 sqft",2016,No Info,,"$6,375,000",New York
58-67 246th Cres,3 Beds,1 Bath,,1963,Open Parking,,"$319,800",New York
2 5th Ave #12D,2 Beds,2 Baths,,1952,No Info,,"$2,450,000",New York
149-06 Lefferts Blvd,4 Beds,2 Baths,,1970,1 Car Garage,,"$839,000",New York
13320 Farmers Blvd,6 Beds,2 Baths,,Year Built,,,"$875,000",New York
450 W 17th St #1103,2 Beds,2 Baths,948 sqft,2006,No Info,,"$2,150,000",New York
49 E 86th St #6B,2 Beds,2 Baths,,1930,No Info,,"$1,695,000",New York
144 Reade St,5 Beds,6 Baths,"6,600 sqft",2006,Garage,,"$10,950,000",New York
107 Forest St,4 Beds,3 Baths,"2,538 sqft",1970,1 Car Garage,,"$789,900",New York
451 W 24th St,4 Beds,5 Baths,"5,000 sqft",1910,No Info,No,"$11,950,000",New York
140 E 95th St #5D,1 Bed,1 Bath,650 sqft,1928,None,,"$795,000",New York
279 Sackett St #2,3 Beds,2 Baths,"1,249 sqft",1899,No Info,,"$2,000,000",New York
935 E 178th St,2 Beds,1 Bath,990 sqft,1993,Open Parking,,"$160,000",New York
98-120 Queens Blvd #6B,1 Bed,1 Bath,850 sqft,1939,No Info,,"$299,000",New York
460 Ovington Ave #4B,1 Bed,1 Bath,,Year Built,,,"$375,000",New York
97-10 62nd Dr #7L,1 Bed,1 Bath,700 sqft,1954,No Info,,"$319,000",New York
390 Stuyvesant Ave,6 Beds,5 Baths,"4,643 sqft",1899,No Info,,"$3,950,000",New York
11716 134th St,6 Beds,3 Baths,,1925,Garage,,"$948,000",New York
377 Rector Pl #7F,1 Bed,2 Baths,710 sqft,1985,Garage,,"$638,000",New York
234 W 20th St #1B,3 Beds,3 Baths,"2,223 sqft",1929,None,,"$2,995,000",New York
2081 Cruger Ave #6L,3 Beds,2 Baths,"1,350 sqft",1931,No Info,,"$339,000",New York
1615 Avenue I #606,2 Beds,1 Bath,,Year Built,,,"$355,000",New York
1013 E 12th St,16 Beds,6 Baths,"3,283 sqft",1915,No Info,,"$1,700,000",New York
245 Waverly Pl,4 Beds,3 Baths,"3,200 sqft",1899,No Info,,"$7,500,000",New York
27 Crafton Ave,3 Beds,2 Baths,934 sqft,1930,Open Parking,Yes,"$660,000",New York
28 Old Fulton St #4B,2 Beds,2 Baths,"1,800 sqft",1906,No Info,,"$1,999,000",New York
1414 E 54th St,4 Beds,3 Baths,868 sqft,1925,No Info,No,"$749,000",New York
30 Riverside Blvd #22D,1 Bed,1 Bath,966 sqft,2019,No Info,Pool,"$2,250,000",New York
195 Spencer St #5B,2 Beds,2 Baths,"1,100 sqft",2004,No Info,,"$850,000",New York
108 W 69th St #10,2 Beds,2 Baths,"1,100 sqft",1900,No Info,,"$1,150,000",New York
615 W 113th St #1,2 Beds,1 Bath,648 sqft,1907,No Info,,"$750,000",New York
811 Cortelyou Rd #4N,1 Bed,1 Bath,900 sqft,1941,No Info,,"$525,000",New York
149 Clinton Ave #1C,2 Beds,1 Bath,,Year Built,,,"$699,000",New York
268 Onderdonk Ave,3 Beds,2 Baths,"1,750 sqft",1945,Garage,,"$1,100,000",New York
918 E 14th St #A3,1 Bed,1 Bath,472 sqft,1928,No Info,,"$249,500",New York
229 E 28th St #LM,1 Bed,1 Bath,,Year Built,,,"$470,000",New York
142-05 Roosevelt Ave #524,3 Beds,2 Baths,"1,300 sqft",1965,No Info,,"$529,000",New York
1049 5th Ave #14A,3 Beds,3 Baths,"2,458 sqft",1928,No Info,,"$6,500,000",New York
568 E 91st St,5 Beds,3 Baths,"1,000 sqft",1945,Garage,,"$825,000",New York
67-52 185th St,3 Beds,2 Baths,"2,000 sqft",1950,No Info,No,"$938,000",New York
933 E 106th St,4 Beds,2 Baths,"1,440 sqft",1960,No Info,,"$450,000",New York
310 E 69th St,5 Beds,5 Baths,"4,375 sqft",1899,Garage,,"$7,995,000",New York
123 E 75th St #8H,1 Bed,1 Bath,,Year Built,,,"$640,000",New York
539 4th St #3L,3 Beds,2 Baths,"1,722 sqft",1920,No Info,,"$1,800,000",New York
200 Central Park S #11P,1 Bed,2 Baths,,Year Built,,,"$1,150,000",New York
123-40 83rd Ave #2H,2 Beds,2 Baths,"1,100 sqft",1960,Garage,,"$359,000",New York
165 62nd St #Townhouse,4 Beds,4 Baths,"2,395 sqft",2020,No Info,,"$4,700,000",New York
35-45 79th St #2L,1 Bed,1 Bath,925 sqft,1939,No Info,,"$435,000",New York
128 E 83rd St #1C,2 Beds,1 Bath,,Year Built,,,"$585,000",New York
455 F D R Dr #B606,1 Bed,1 Bath,775 sqft,,,,"$615,000",New York
15 Wendover Rd,7 Beds,8 Baths,"9,163 sqft ",1910,Garage,No,"$4,195,000",New York
370 Central Park W #611,1 Bed,1 Bath,,1918,No Info,,"$1,390,000",New York
801 Riverside Dr #1D,3 Beds,1 Bath,"1,073 sqft ",1920,No Info,,"$749,000",New York
65 W 87th St #4,4 Beds,2 Baths,,1910,No Info,,"$885,000",New York
102-12 65th Ave #52,2 Beds,1 Bath,"1,000 sqft",1952,Garage,,"$429,000",New York
75 Wall St #32I,Studio,1 Bath,582 sqft,2008,Garage,,"$650,000",New York
405 Greenwich St,2 Beds,2 Baths,,Year Built,,,"$5,500,000",New York
4-74 48th Ave #19A,2 Beds,2 Baths,"1,046 sqft",1996,No Info,,"$745,000",New York
768 5th Ave #1240,1 Bed,2 Baths,941 sqft,1907,No Info,,"$2,295,000",New York
891 Park Ave #3,2 Beds,3 Baths,,1931,No Info,,"$2,100,000",New York
73-01 68th Ave,3 Beds,2 Baths,,1950,1 Car Garage,,"$799,000",New York
6403 Avenue T,3 Beds,1 Bath,"1,195 sqft",1920,Garage,No,"$729,900",New York
157 W 57th St #41D,5 Beds,6 Baths,"5,274 sqft",2013,No Info,Pool,"$22,500,000",New York
165 Clinton Ave #3F,2 Beds,1 Bath,690 sqft,1954,No Info,,"$700,000",New York
150-58 Melbourne Ave #259A,1 Bed,1 Bath,,1955,Garage,,"$279,000",New York
100 W 57th St #16ON,1 Bed,2 Baths,,1962,No Info,,"$349,000",New York
23-01 21st Ave #L2,2 Beds,2 Baths,"1,010 sqft",2008,No Info,,"$969,000",New York
1070 Bergen St #2,2 Beds,2 Baths,"1,149 sqft",1910,No Info,,"$1,049,000",New York
810 Bergen St #2,2 Beds,2 Baths,"1,113 sqft",1931,No Info,,"$1,395,000",New York
157 W 57th St #81,4 Beds,5 Baths,"6,230 sqft",2013,No Info,Pool,"$42,000,000",New York
41 Paerdegat 13 St,3 Beds,3 Baths,"2,052 sqft",1965,No Info,No,"$799,000",New York
635 W 42nd St #6H,1 Bed,1 Bath,650 sqft,2007,Garage,Pool,"$780,000",New York
5-27 51st Ave #4C,2 Beds,2 Baths,"1,023 sqft",2012,No Info,,"$1,325,000",New York
85-31 88th St,7 Beds,4 Baths,"3,630 sqft",1920,No Info,,"$1,300,000",New York
75-47 195th St,3 Beds,2 Baths,,1950,No Info,No,"$998,000",New York
124 Thompson St #27/28,2 Beds,2 Baths,,1920,No Info,,"$1,750,000",New York
12101 95th Ave,3 Beds,3 Baths,,1920,Garage,,"$749,000",New York
39 N Moore St,4 Beds,4 Baths,"4,600 sqft",1909,No Info,,"$10,550,000",New York
85 Livingston St #18G,Studio,1 Bath,600 sqft,1964,No Info,,"$569,000",New York
64 Macdougal St #5,1 Bed,1 Bath,,Year Built,,,"$600,000",New York
185 W End Ave #14P,Studio,1 Bath,,Year Built,,,"$455,000",New York
850 Saint Marks Ave #4B,2 Beds,1 Bath,,Year Built,,,"$350,000",New York
112-50 78th Ave #2M,2 Beds,2 Baths,"1,250 sqft",1940,Garage,,"$639,000",New York
261 Fairbanks Ave,3 Beds,2 Baths,"1,320 sqft",1975,No Info,No,"$585,000",New York
142-15 Franklin Ave #5D,1 Bed,1 Bath,728 sqft,1969,No Info,,"$348,000",New York
433 Warren St #4A,1 Bed,2 Baths,"1,290 sqft",2006,No Info,,"$1,350,000",New York
8801 Rutledge Ave,3 Beds,2 Baths,"1,485 sqft",1965,Garage,No,"$875,000",New York
44 W 62nd St #D,Studio,1 Bath,600 sqft,1974,No Info,,"$650,000",New York
40 W 106th St,6 Beds,6 Baths,"2,808 sqft",1900,None,,"$3,899,000",New York
108-31 50th Ave #1A,1 Bed,1 Bath,446 sqft,2014,Open Parking,,"$416,000",New York
194-13 114th Dr,6 Beds,4 Baths,,1930,Garage,,"$899,000",New York
305 W 86th St #3D,1 Bed,1 Bath,,1926,No Info,,"$575,000",New York
300 E 40th St #11L,Studio,1 Bath,,Year Built,,Pool,"$669,000",New York
2 Marine Ave #1A,1 Bed,1 Bath,,1928,None,,"$299,000",New York
7 Park Ave #10A,1 Bed,1 Bath,,Year Built,,,"$595,000",New York
1551 Park Pl #1D,2 Beds,1 Bath,"1,000 sqft",1910,No Info,,"$250,000",New York
1919 23rd Ter,3 Beds,3 Baths,"1,225 sqft",1935,Garage,No,"$1,250,000",New York
77 Bleecker St #524,1 Bed,1 Bath,750 sqft,1930,No Info,,"$895,000",New York
118 Wooster St #4C5C,3 Beds,3 Baths,"2,476 sqft",1907,No Info,,"$5,250,000",New York
2390 Palisade Ave #2K,1 Bed,1 Bath,580 sqft,1964,No Info,Pool,"$190,000",New York
17624 77th Rd,3 Beds,2 Baths,"1,332 sqft",1945,1 Car Garage,,"$799,000",New York
4204 Foster Ave,,3 Baths,"2,520 sqft",1930,Attached Garage,,"$939,000",New York
330 W End Ave #1AB,4 Beds,4 Baths,,1916,No Info,,"$3,750,000",New York
344 De Graw St #2A,2 Beds,2 Baths,800 sqft,2000,No Info,,"$985,000",New York
29 Brighton 7 Ct #2,2 Beds,2 Baths,"1,435 sqft",1910,No Info,,"$545,000",New York
77 Renee Pl,4 Beds,3 Baths,"2,420 sqft",1975,No Info,Pool,"$799,999",New York
153 Chambers St,3 Beds,3 Baths,"2,500 sqft",1920,No Info,,"$5,250,000",New York
1010 E 35th St #4G,3 Beds,3 Baths,"1,379 sqft",2008,No Info,,"$599,000",New York
39-22 212th St,9 Beds,7 Baths,"4,840 sqft",1979,2 Parking Spaces,,"$1,857,000",New York
17826 Zoller Rd,3 Beds,2 Baths,,Year Built,,,"$499,000",New York
2054 83rd St,4 Beds,2 Baths,"1,404 sqft",1905,No Info,No,"$918,000",New York
279 Sterling Pl #1C,2 Beds,2 Baths,,1900,No Info,,"$1,395,000",New York
301 E 63rd St #14F,2 Beds,1 Bath,962 sqft,1959,Garage,,"$475,000",New York
5221 71st St,3 Beds,2 Baths,,1930,No Info,No,"$850,000",New York
215 W 105th St #3A,2 Beds,1 Bath,,Year Built,,,"$225,000",New York
9707 4th Ave #4U,1 Bed,1 Bath,820 sqft,1957,No Info,,"$435,000",New York
550 W 29th St #3B,3 Beds,4 Baths,"2,180 sqft",2016,No Info,,"$3,595,000",New York
75-36 Bell Blvd #2H,2 Beds,2 Baths,,1955,Open Parking,Pool,"$435,000",New York
9 E 68th St,10 Beds,17 Baths,"23,450 sqft",1910,No Info,,"$29,500,000",New York
2131 Shore Blvd,3 Beds,1 Bath,"13,205 sqft",1945,Garage,No,"$4,150,000",New York
60 E 83rd St,6 Beds,9 Baths,"8,575 sqft",1923,No Info,No,"$23,000,000",New York
32 Morton St #6C,1 Bed,3 Baths,,1920,No Info,,"$2,900,000",New York
2640 Marion Ave #2K,3 Beds,1 Bath,"1,150 sqft ",1961,No Info,,"$249,000",New York
23 Neptune St,2 Beds,1 Bath,855 sqft,1935,Garage,No,"$200,000",New York
1088 Lenox Rd,10 Beds,5 Baths,"3,900 sqft",1930,Garage,,"$1,199,000",New York
116-03 217th St,3 Beds,2 Baths,,1950,No Info,No,"$445,000",New York
217 W 57th St #115,5 Beds,6 Baths,"7,074 sqft",2020,No Info,Pool,"$63,750,000",New York
407 E 12th St #3FW,2 Beds,2 Baths,960 sqft,1900,No Info,,"$1,500,000",New York
2565 Flatbush Ave #C-1,2 Beds,2 Baths,"1,200 sqft",1987,No Info,No,"$239,000",New York
2224 92nd St,5 Beds,3 Baths,,1950,1 Car Garage,,"$995,000",New York
2505 Tenbroeck Ave,3 Beds,3 Baths,"1,844 sqft",1950,1 Car Garage,No,"$699,000",New York
44 Littlefield Ave,3 Beds,3 Baths,"1,374 sqft",1975,No Info,No,"$629,900",New York
1713 E 14th St #D,2 Beds,2 Baths,900 sqft,No Info,Open Parking,,"$325,000",New York
529 W 42nd St #8P,1 Bed,1 Bath,"1,050 sqft",1912,No Info,,"$825,000",New York
31 Caldera Pl,4 Beds,4 Baths,"2,128 sqft",1950,1 Car Garage,No,"$988,000",New York
195 Barclay Ave,6 Beds,5 Baths,"5,504 sqft ",1989,Garage,Pool,"$1,549,000",New York
8121 Shore Rd,7 Beds,8 Baths,"10,010 sqft ",1915,No Info,Yes,"$7,999,000",New York
170-40 Highland Ave #602,1 Bed,1 Bath,,Year Built,,,"$170,000",New York
112 W 13th St,4 Beds,6 Baths,"4,256 sqft",1899,No Info,,"$10,500,000",New York
11 5th Ave #7U,1 Bed,1 Bath,"1,000 sqft",1955,No Info,,"$1,895,000",New York
273 Bennett Ave #F3,1 Bed,1 Bath,,,,,"$369,000",New York
170 W 74th St #1006/1005,2 Beds,2 Baths,"1,150 sqft",1913,No Info,,"$1,750,000",New York
1081 E 72nd St #32,3 Beds,3 Baths,"1,199 sqft",1989,Garage,,"$548,000",New York
129 Columbia Hts #53,3 Beds,2 Baths,,Year Built,,,"$1,495,000",New York
24 Walker St,2 Beds,2 Baths,"1,056 sqft",1905,Garage,No,"$430,000",New York
89 Ramona Ave,4 Beds,2 Baths,"1,968 sqft",1974,Garage,Yes,"$765,000",New York
200 Amsterdam Ave #2,4 Beds,5 Baths,"6,325 sqft",2021,No Info,Pool,"$38,000,000",New York
629 E 221st St,3 Beds,1 Bath,"1,848 sqft",1901,No Info,No,"$499,000",New York
36 E 63rd St,10 Beds,15 Baths,"15,875 sqft",1930,No Info,,"$60,000,000",New York
137 W 142nd St #3C,2 Beds,1 Bath,,1920,No Info,,"$465,000",New York
250 Mercer St #A503,3 Beds,3 Baths,"1,500 sqft",1888,No Info,,"$1,900,000",New York
2212 Brigham St #3C,3 Beds,1 Bath,"1,100 sqft",,,,"$225,000",New York
30 Hill St,3 Beds,3 Baths,"1,400 sqft",1998,No Info,No,"$448,000",New York
303 E 57th St #32A,2 Beds,3 Baths,"3,000 sqft",1968,No Info,Pool,"$425,000",New York
57-47 246th Cres #U,1 Bed,1 Bath,700 sqft,1950,Open Parking,,"$195,000",New York
6405 Yellowstone Blvd #517,Studio,1 Bath,640 sqft,No Info,Garage,,"$485,000",New York
60 E 8th St #15P,1 Bed,1 Bath,,Year Built,,Pool,"$1,149,000",New York
50 Avenue A #6B,2 Beds,2 Baths,,1920,No Info,,"$1,900,000",New York
