Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Pool,Price,Location
7656 Stoney Side Ct,3 Beds,3 Baths,"3,615 sqft ",2009,Garage,No,"$435,000",Indianapolis
7715 Pershing Rd,2 Beds,2 Baths,"1,606 sqft",1938,Garage,No,"$179,000",Indianapolis
4702 W 37th St,3 Beds,2 Baths,925 sqft,1958,Garage,No,$925,Indianapolis
8459 Westport Ln,3 Beds,3 Baths,"1,400 sqft",1975,2 Parking Spaces,,"$129,900",Indianapolis
2809 N New Jersey St,3 Beds,3 Baths,"2,080 sqft",2021,Garage,No,"$399,900",Indianapolis
475 W 91st St,7 Beds,10 Baths,"11,674 sqft ",1966,Garage,No,"$1,289,500",Indianapolis
8214 W Ralston Rd,3 Beds,2 Baths,"1,448 sqft",1962,Garage,No,"$249,000",Indianapolis
3929 Hoyt Ave,3 Beds,1 Bath,"1,994 sqft",1925,Open Parking,No,"$130,000",Indianapolis
4545 Broadway St,5 Beds,4 Baths,"3,914 sqft ",1918,Garage,No,"$875,000",Indianapolis
8018 Conarroe Rd,5 Beds,5 Baths,"4,468 sqft",1971,Garage,No,"$519,900",Indianapolis
1253 Ringgold Ave,3 Beds,2 Baths,"1,512 sqft",1900,No Info,No,"$279,900",Indianapolis
6043 Guilford Ave,2 Beds,1 Bath,"1,844 sqft",1920,Garage,No,"$258,900",Indianapolis
10875 Cedar Pine Dr,2 Beds,2 Baths,940 sqft,1999,Garage,No,"$132,000",Indianapolis
7905 Housefinch Ln,3 Beds,3 Baths,"2,234 sqft",2016,Garage,No,"$290,000",Indianapolis
5254 Kingsley Dr,2 Beds,1 Bath,"1,624 sqft",1951,Garage,No,"$189,900",Indianapolis
5402 Kessler Boulevard North Dr,4 Beds,3 Baths,"2,301 sqft",1971,Garage,No,"$280,000",Indianapolis
60 Kessler Boulevard East Dr,4 Beds,2 Baths,"4,470 sqft",1948,Garage,No,"$395,500",Indianapolis
7955 Windcombe Blvd,3 Beds,2 Baths,"2,175 sqft",1956,Garage,No,"$335,000",Indianapolis
9223 Timpani Way,3 Beds,3 Baths,"1,482 sqft",2003,Garage,No,"$230,000",Indianapolis
3555 Fisher Rd,3 Beds,2 Baths,"1,330 sqft ",1958,Garage,No,"$215,000",Indianapolis
6454 Wellington West Dr,3 Beds,3 Baths,"3,080 sqft",1973,Garage,No,"$474,900",Indianapolis
1139 Bates St,3 Beds,2 Baths,"1,588 sqft",1890,Garage,No,"$239,000",Indianapolis
3106 Graceland Ave,4 Beds,2 Baths,"2,289 sqft",1906,No Info,No,"$207,000",Indianapolis
6330 Lands End Ln,3 Beds,4 Baths,"3,564 sqft ",1965,Garage,No,"$595,000",Indianapolis
5226 Palisade Way,3 Beds,2 Baths,"1,064 sqft ",1982,Garage,No,"$179,900",Indianapolis
1715 Kessler Blvd E Dr,3 Beds,3 Baths,"2,432 sqft",1951,Garage,No,"$329,000",Indianapolis
5324 Padre Ln,2 Beds,2 Baths,"1,064 sqft",1983,Garage,No,"$168,000",Indianapolis
1740 Morgan St,3 Beds,1 Bath,"1,361 sqft",1920,Garage,No,"$89,900",Indianapolis
8314 Scarsdale Ct,4 Beds,3 Baths,"2,506 sqft ",1975,Garage,No,"$220,000",Indianapolis
Belmont Plan in The Pointe by D.R. Horton - Indiana,3 Beds,3 Baths,"1,831 sqft",2021,No Info,No,"$262,020+",Indianapolis
3253 N Raceway Rd,3 Beds,2 Baths,"1,602 sqft ",1944,Garage,No,"$259,000",Indianapolis
540 N Parker Ave,2 Beds,2 Baths,"1,397 sqft",1900,Garage,No,"$175,000",Indianapolis
244 W 43rd St,3 Beds,3 Baths,"2,878 sqft",1930,Open Parking,No,"$230,000",Indianapolis
2419 N Capitol Ave,5 Beds,3 Baths,"4,279 sqft",1915,Garage,No,"$300,000",Indianapolis
3053 Tuscarora Ln,5 Beds,4 Baths,"5,288 sqft",2008,Garage,No,"$460,000",Indianapolis
7330 Lake Lakota Pl,3 Beds,2 Baths,"1,779 sqft",2001,Garage,,"$250,000",Indianapolis
3854 Burningbush Dr,3 Beds,2 Baths,"1,200 sqft",1999,Garage,No,"$165,000",Indianapolis
334 E Ohio St,3 Beds,4 Baths,"2,280 sqft",2002,Garage,No,"$534,999",Indianapolis
11422 Presidio Dr,4 Beds,3 Baths,"2,800 sqft",2006,Garage,No,"$259,900",Indianapolis
930 W 25th St,2 Beds,1 Bath,"1,728 sqft",1927,No Info,No,"$55,000",Indianapolis
7339 Woodington Pl,4 Beds,3 Baths,"2,503 sqft",2003,Garage,No,"$350,000",Indianapolis
8007 E 20th St,3 Beds,4 Baths,"2,424 sqft",1970,Garage,,"$109,900",Indianapolis
7775 N Meridian St,3 Beds,4 Baths,"4,000 sqft ",1951,Garage,No,"$950,000",Indianapolis
3939 Rainbow View Dr,4 Beds,3 Baths,"1,926 sqft ",1962,Garage,No,"$235,000",Indianapolis
6315 Sycamore Hl,3 Beds,2 Baths,"3,377 sqft ",1959,Garage,No,"$539,900",Indianapolis
630 Debra Ln,4 Beds,3 Baths,"1,688 sqft ",1962,Garage,No,"$289,900",Indianapolis
8620 Green Braes North Dr,5 Beds,5 Baths,"4,810 sqft ",1963,Garage,No,"$1,550,000",Indianapolis
714 N Bradley Ave,3 Beds,2 Baths,"2,400 sqft",1925,Garage,No,"$190,000",Indianapolis
2205 S Garfield Dr,2 Beds,2 Baths,"2,764 sqft",1910,Open Parking,No,"$175,000",Indianapolis
4863 Evanston Ave,2 Beds,1 Bath,"1,536 sqft",1925,Garage,No,"$115,000",Indianapolis
921 N Graham Ave,3 Beds,2 Baths,"3,061 sqft",1948,Garage,No,"$269,900",Indianapolis
5705 Crittenden Ave,3 Beds,2 Baths,"1,840 sqft",1950,Garage,No,"$349,600",Indianapolis
6011 Kingsley Dr,2 Beds,2 Baths,"2,112 sqft",1941,Garage,No,"$285,000",Indianapolis
803 Coyote Dr #B,2 Beds,2 Baths,"1,202 sqft",1997,Garage,,"$140,000",Indianapolis
2516 Walker Pl,3 Beds,2 Baths,"1,316 sqft",2021,Garage,No,"$179,000",Indianapolis
6196 Kingsley Dr,4 Beds,2 Baths,"2,506 sqft",1949,Garage,No,"$319,000",Indianapolis
644 Spring Mill Ln,4 Beds,3 Baths,"3,784 sqft ",1964,Garage,No,"$450,000",Indianapolis
7540 Huddleston Dr W,4 Beds,3 Baths,"2,707 sqft",1991,Garage,No,"$328,000",Indianapolis
4578 Carrollton Ave,2 Beds,2 Baths,"1,578 sqft",1925,Garage,No,"$239,000",Indianapolis
10249 Eastwind Ct,4 Beds,3 Baths,"3,681 sqft ",1990,Garage,No,"$449,000",Indianapolis
7451 Beal Cir,4 Beds,3 Baths,"2,163 sqft ",2019,Garage,No,"$299,900",Indianapolis
703 Woodruff Place East Dr,3 Beds,3 Baths,"2,943 sqft ",1920,Garage,No,"$350,000",Indianapolis
325 N Bancroft St,4 Beds,2 Baths,"2,563 sqft",1925,Open Parking,No,"$249,900",Indianapolis
1049 Villa Ave,3 Beds,3 Baths,"4,615 sqft",1896,Garage,No,"$220,000",Indianapolis
5312 Norwaldo Ave,3 Beds,2 Baths,"2,040 sqft",1950,Garage,No,"$349,900",Indianapolis
4930 Crittenden Ave,2 Beds,1 Bath,"1,652 sqft",1920,Garage,No,"$214,900",Indianapolis
1211 N Tibbs Ave,3 Beds,1 Bath,"1,141 sqft",1890,Garage,No,"$89,999",Indianapolis
4960 E 64th St,3 Beds,1 Bath,"1,700 sqft",1955,Garage,No,"$124,900",Indianapolis
2051 Perkins Ave,3 Beds,1 Bath,"1,841 sqft ",1880,Garage,No,"$75,000",Indianapolis
3502 W 11th St,2 Beds,2 Baths,,Year Built,,,"$95,000",Indianapolis
8144 Frisco Way,2 Beds,3 Baths,"1,648 sqft",1985,Garage,,"$209,900",Indianapolis
509 Kessler Boulevard West Dr,4 Beds,5 Baths,"5,946 sqft ",1995,Garage,No,"$899,900",Indianapolis
2164 Rosswood Blvd,3 Beds,3 Baths,"2,384 sqft",2005,Garage,No,"$239,900",Indianapolis
1218 N Grant Ave,3 Beds,2 Baths,"1,436 sqft",1916,No Info,No,"$190,000",Indianapolis
3936 Marseille Ct,3 Beds,1 Bath,"1,270 sqft",1963,Garage,No,"$152,500",Indianapolis
1910 N Harding St,3 Beds,2 Baths,"1,752 sqft",1920,No Info,No,"$134,900",Indianapolis
2 W 73rd St,3 Beds,3 Baths,"2,712 sqft ",1949,Garage,No,"$424,900",Indianapolis
10312 Courageous Dr,6 Beds,5 Baths,"7,187 sqft ",1989,Garage,No,"$730,000",Indianapolis
6232 S Meridian St,4 Beds,3 Baths,"2,580 sqft",1963,Open Parking,No,"$199,500",Indianapolis
708 E 80th St,3 Beds,2 Baths,"1,852 sqft",1951,Garage,No,"$319,900",Indianapolis
2234 N Leland Ave,2 Beds,1 Bath,,Year Built,,,"$80,000",Indianapolis
1546 Hoyt Ave,3 Beds,3 Baths,"2,995 sqft",1885,Garage,No,"$329,900",Indianapolis
308 W 31st St,3 Beds,3 Baths,"1,944 sqft",1921,Garage,No,"$239,900",Indianapolis
233 E Saint Joseph St #2G,1 Bed,1 Bath,880 sqft,2007,Garage,,"$186,900",Indianapolis
3110 E 48th St,3 Beds,1 Bath,"1,882 sqft ",1941,Garage,No,"$195,000",Indianapolis
5610 E 21st St,2 Beds,1 Bath,"1,452 sqft ",1950,No Info,No,"$32,900",Indianapolis
1226 Tecumseh St,3 Beds,2 Baths,"1,265 sqft",1900,No Info,No,"$210,000",Indianapolis
8905 Stonebriar Dr,5 Beds,7 Baths,"6,546 sqft ",2014,Garage,No,"$990,000",Indianapolis
8720 Yardley Ct #208,2 Beds,2 Baths,"1,459 sqft",1992,Garage,,"$150,000",Indianapolis
3850 Foltz St,3 Beds,3 Baths,"3,948 sqft ",1905,Garage,No,"$449,900",Indianapolis
624 N Lasalle St,2 Beds,1 Bath,"1,749 sqft",1916,Garage,No,"$104,900",Indianapolis
7930 Sargent Rd,,,,,,,"$285,000",Indianapolis
622 N Bosart Ave,4 Beds,3 Baths,"2,584 sqft",1910,Garage,No,"$264,999",Indianapolis
717 E 49th St,3 Beds,2 Baths,"2,673 sqft",1925,No Info,No,"$299,900",Indianapolis
1409 N Park Ave,4 Beds,4 Baths,"4,248 sqft",1900,No Info,No,"$1,099,000",Indianapolis
9539 Grinnell St,2 Beds,2 Baths,"1,280 sqft",1974,No Info,,"$139,999",Indianapolis
6007 Carrollton Ave,3 Beds,3 Baths,"2,114 sqft",1924,Garage,No,"$370,000",Indianapolis
1744 Dawson St,3 Beds,1 Bath,"1,144 sqft",1920,No Info,No,"$119,900",Indianapolis
8362 Punto Alto Dr,3 Beds,2 Baths,"1,058 sqft",1973,Garage,,"$109,900",Indianapolis
1807 W 72nd Pl,3 Beds,2 Baths,"1,493 sqft",1960,Garage,No,"$140,000",Indianapolis
5337 Thornridge Pl,3 Beds,3 Baths,"1,963 sqft",2001,Garage,,"$208,000",Indianapolis
8445 Washington Blvd,3 Beds,3 Baths,"3,731 sqft ",1959,Garage,No,"$439,000",Indianapolis
3860 E 79th St,3 Beds,5 Baths,"3,700 sqft",1983,Garage,No,"$1,600,000",Indianapolis
6427 Fiesta St,4 Beds,3 Baths,"3,136 sqft",2003,Garage,No,"$289,000",Indianapolis
3268 Shoreway Ct #4,2 Beds,3 Baths,"2,263 sqft ",1983,Garage,,"$349,900",Indianapolis
7533 Jenison Dr,4 Beds,3 Baths,"1,808 sqft",2012,Garage,No,"$235,000",Indianapolis
3123 Elizabeth St,3 Beds,2 Baths,"1,141 sqft",1946,Garage,No,"$189,900",Indianapolis
1333 Randall Rd,2 Beds,1 Bath,936 sqft,1950,Open Parking,No,"$160,000",Indianapolis
6179 Norwaldo Ave,3 Beds,2 Baths,"2,908 sqft",1930,Open Parking,No,"$297,900",Indianapolis
3622 N Dearborn St,3 Beds,2 Baths,"2,004 sqft",1950,Garage,No,"$109,900",Indianapolis
5401 N Washington Blvd,5 Beds,3 Baths,"4,061 sqft",1920,Garage,No,"$549,999",Indianapolis
743 Terrace Ave,4 Beds,2 Baths,"2,409 sqft",1895,No Info,No,"$190,000",Indianapolis
1150 Olive St,5 Beds,5 Baths,"4,158 sqft",2021,Garage,No,"$825,000",Indianapolis
1723 Central Ave,4 Beds,4 Baths,"3,871 sqft",1900,Garage,No,"$479,900",Indianapolis
4429 Tucson Dr,3 Beds,2 Baths,"1,248 sqft",1988,Garage,No,"$135,000",Indianapolis
102 Oleta Dr,3 Beds,2 Baths,"1,288 sqft ",1956,Garage,No,"$210,000",Indianapolis
4929 Mount Vernon Dr,3 Beds,2 Baths,"1,242 sqft",1965,No Info,,"$115,000",Indianapolis
3348 Carrollton Ave,5 Beds,4 Baths,"4,370 sqft",1920,Garage,No,"$225,000",Indianapolis
6740 Caroline Ave,2 Beds,1 Bath,"1,472 sqft",1941,Garage,No,"$199,900",Indianapolis
8055 Gunnery Cir,5 Beds,5 Baths,"5,876 sqft",1974,Garage,No,"$650,000",Indianapolis
4140 N Audubon Rd,4 Beds,3 Baths,"2,500 sqft",1957,Garage,No,"$175,000",Indianapolis
9118 Bay Port Cir,4 Beds,5 Baths,"4,520 sqft ",1992,Garage,No,"$700,000",Indianapolis
327 N Denny St,6 Beds,4 Baths,,1925,Open Parking,,"$89,900",Indianapolis
6137 Evanston Ave,3 Beds,2 Baths,"1,773 sqft ",1940,Open Parking,No,"$299,900",Indianapolis
5216 Fawn Hill Ct #242,2 Beds,2 Baths,"1,760 sqft",1978,Garage,,"$220,000",Indianapolis
8765 Washington Boulevard West Dr,3 Beds,2 Baths,"2,278 sqft ",1955,Garage,No,"$405,000",Indianapolis
6261 Buck Trail Rd,4 Beds,3 Baths,"3,780 sqft",2017,Garage,No,"$395,000",Indianapolis
615 Prospect St,3 Beds,3 Baths,"3,276 sqft",1924,No Info,No,"$289,000",Indianapolis
1224 Muessing Rd,4 Beds,3 Baths,"4,147 sqft",1988,Garage,No,"$460,000",Indianapolis
234 Bakemeyer St,3 Beds,1 Bath,"2,225 sqft",1920,Garage,No,"$99,000",Indianapolis
774 Woodruff Pl,4 Beds,4 Baths,"3,629 sqft",1900,Garage,No,"$499,900",Indianapolis
2501 E 79th St,4 Beds,3 Baths,"1,912 sqft",1972,Garage,No,"$220,000",Indianapolis
8150 Shorewalk Dr #F,2 Beds,2 Baths,"1,100 sqft",1983,No Info,,"$175,000",Indianapolis
753 W Roache St,4 Beds,2 Baths,,Year Built,,,"$79,900",Indianapolis
5459 Bay Harbor Dr,2 Beds,2 Baths,"1,516 sqft",1990,Garage,,"$150,000",Indianapolis
5810 Long Ridge Pl,3 Beds,2 Baths,"1,390 sqft",2003,Garage,No,"$220,000",Indianapolis
5870 Sunset Ln,4 Beds,8 Baths,"9,782 sqft ",2010,Garage,No,"$4,100,000",Indianapolis
10466 Garden Poin,3 Beds,3 Baths,"2,820 sqft",2021,Garage,No,"$522,461",Indianapolis
5131 Primrose Ave,2 Beds,1 Bath,"1,344 sqft",1930,Garage,No,"$230,000",Indianapolis
6560 Fairway Ave,3 Beds,3 Baths,,1989,Garage,,"$275,000",Indianapolis
6590 E Payne Rd,3 Beds,2 Baths,"2,016 sqft ",1988,Garage,No,"$459,900",Indianapolis
24 S Catherwood Ave,3 Beds,2 Baths,"1,802 sqft",1920,No Info,No,"$159,900",Indianapolis
3038 W 69th St,3 Beds,2 Baths,"1,170 sqft ",1957,Garage,No,"$199,000",Indianapolis
4342 N Olney St,2 Beds,1 Bath,"2,098 sqft ",1952,Garage,No,"$120,000",Indianapolis
501 N Dequincy St,4 Beds,2 Baths,"2,352 sqft",1920,No Info,No,"$84,900",Indianapolis
712 Terrace Ave,3 Beds,2 Baths,"2,189 sqft",1885,Garage,No,"$335,000",Indianapolis
3217 N Raceway Rd,3 Beds,2 Baths,,1946,Garage,,"$185,000",Indianapolis
2531 E Epler Ave,4 Beds,1 Bath,"1,768 sqft ",1950,No Info,No,"$185,000",Indianapolis
725 E Pleasant Run Parkway Dr S,2 Beds,2 Baths,"1,377 sqft",1925,No Info,No,"$149,900",Indianapolis
6460 Around The Hills Rd,4 Beds,5 Baths,"4,952 sqft ",1960,Garage,No,"$939,000",Indianapolis
4534 Primrose Ave,3 Beds,3 Baths,"2,160 sqft",1947,Garage,No,"$210,000",Indianapolis
1733 S State Ave,2 Beds,2 Baths,,Year Built,,,"$74,000",Indianapolis
3963 Winthrop Ave,3 Beds,2 Baths,"2,488 sqft",1932,Open Parking,No,"$279,999",Indianapolis
5355 N New Jersey St,3 Beds,2 Baths,"3,169 sqft",1923,Garage,No,"$469,900",Indianapolis
6121 Woodside Dr,3 Beds,4 Baths,"4,404 sqft ",1958,Garage,No,"$275,000",Indianapolis
3223 Pavetto Ln,4 Beds,3 Baths,"3,206 sqft",2000,Garage,No,"$265,000",Indianapolis
3314 Nicholas Ave,2 Beds,1 Bath,"1,488 sqft ",1950,No Info,No,"$50,000",Indianapolis
6897 W 13th St,3 Beds,2 Baths,"1,620 sqft",1959,Garage,No,"$160,000",Indianapolis
4235 Roland Rd,3 Beds,3 Baths,"3,015 sqft ",1958,Garage,No,"$399,900",Indianapolis
8729 Cox Rd,3 Beds,2 Baths,"2,828 sqft ",1964,Garage,No,"$360,000",Indianapolis
5219 Marott Ct,5 Beds,4 Baths,"6,253 sqft",1986,Garage,No,"$497,500",Indianapolis
8651 Jaffa Court East Dr #37,2 Beds,2 Baths,"1,710 sqft",1989,Garage,,"$249,000",Indianapolis
6181 Norwaldo Ave,3 Beds,2 Baths,"1,986 sqft",1939,Garage,No,"$324,900",Indianapolis
1253 E 91st St,3 Beds,4 Baths,"3,872 sqft ",1961,Garage,No,"$475,000",Indianapolis
2807 W 21st St,2 Beds,2 Baths,997 sqft,1950,Garage,No,"$85,000",Indianapolis
22 W 58th St,2 Beds,2 Baths,"2,817 sqft",1941,Garage,No,"$299,900",Indianapolis
7330 Brushwood Rd,3 Beds,2 Baths,"1,781 sqft ",1959,Garage,No,"$300,000",Indianapolis
3010 Horse Hill West Dr,2 Beds,2 Baths,"1,870 sqft",1977,Garage,,"$139,900",Indianapolis
3633 Cedar Pine Pl,3 Beds,2 Baths,"1,052 sqft",2003,Garage,No,"$159,000",Indianapolis
4726 Briar Patch Ct,4 Beds,4 Baths,"5,596 sqft",1963,Garage,No,"$550,000",Indianapolis
7528 Kilmer Ln,4 Beds,3 Baths,"1,914 sqft ",1983,Garage,No,"$269,900",Indianapolis
7611 William Penn Dr,5 Beds,5 Baths,"7,132 sqft ",1993,Garage,No,"$885,000",Indianapolis
4961 Crittenden Ave,2 Beds,1 Bath,"1,250 sqft",1929,Garage,No,"$210,000",Indianapolis
160 Maxwell Rd,3 Beds,1 Bath,"2,447 sqft ",1953,Garage,No,"$179,900",Indianapolis
6014 Linton Ln,3 Beds,2 Baths,"1,483 sqft ",1961,Garage,No,"$245,000",Indianapolis
9903 E Raymond St,4 Beds,4 Baths,"2,752 sqft ",1987,Garage,No,"$315,000",Indianapolis
3135 Ralston Ave,1 Bed,1 Bath,"1,214 sqft",1910,No Info,No,"$6,000",Indianapolis
45 N Drexel Ave,3 Beds,2 Baths,"2,495 sqft",1910,No Info,No,"$150,000",Indianapolis
3626 Hoyt Ave,3 Beds,1 Bath,960 sqft,1962,Garage,No,"$133,900",Indianapolis
4501 N Dearborn St,3 Beds,1 Bath,912 sqft,1952,Garage,No,"$99,000",Indianapolis
1916 E 67th St,3 Beds,1 Bath,780 sqft,1940,No Info,No,"$145,000",Indianapolis
1337 N Gale St,4 Beds,1 Bath,"2,196 sqft",1900,No Info,No,"$154,900",Indianapolis
7499 N Illinois St,4 Beds,3 Baths,"3,428 sqft ",1956,Garage,No,"$549,900",Indianapolis
128 S Arlington Ave,4 Beds,3 Baths,"2,418 sqft",1906,Garage,No,"$199,000",Indianapolis
6436 Dawson Lake Dr,4 Beds,4 Baths,"4,675 sqft ",1999,Garage,No,"$1,588,000",Indianapolis
2121 Wilshire Rd,4 Beds,5 Baths,"5,057 sqft ",2019,Garage,No,"$275,000",Indianapolis
1623 E 73rd St,3 Beds,1 Bath,960 sqft,1960,No Info,No,"$119,000",Indianapolis
652 Martin St,2 Beds,1 Bath,873 sqft,1931,Open Parking,No,"$70,000",Indianapolis
5955 Stafford Rd,6 Beds,7 Baths,"8,059 sqft ",1988,Garage,No,"$1,439,000",Indianapolis
7309 Mendenhall Rd,Studio,,944 sqft ,1901,No Info,No,"$90,000",Indianapolis
346 E Minnesota St,3 Beds,3 Baths,"1,534 sqft",1905,Garage,No,"$245,000",Indianapolis
5633 Haverford Ave,3 Beds,1 Bath,"2,128 sqft",1949,Garage,No,"$285,000",Indianapolis
1007 Orange St,3 Beds,3 Baths,"1,967 sqft",2018,Garage,No,"$375,000",Indianapolis
1605 Warren Lake Ct,3 Beds,2 Baths,"1,696 sqft ",1993,Garage,No,"$250,000",Indianapolis
1565 W 58th St,3 Beds,2 Baths,"2,238 sqft ",1957,Garage,No,"$287,000",Indianapolis
6026 Guilford Ave,3 Beds,2 Baths,"4,484 sqft",2008,Garage,No,"$650,000",Indianapolis
1165 Reid Pl,3 Beds,3 Baths,"2,270 sqft",1915,No Info,No,"$350,000",Indianapolis
624 E 53rd St,2 Beds,1 Bath,"1,560 sqft ",1927,Open Parking,No,"$240,000",Indianapolis
419 N College Ave,4 Beds,3 Baths,"3,048 sqft",1900,Garage,No,"$480,000",Indianapolis
7417 Chapel Villas Ln #B,2 Beds,2 Baths,"1,208 sqft",2002,Garage,,"$169,500",Indianapolis
8621 Fawn Lake Cir,4 Beds,5 Baths,"4,777 sqft",1979,Garage,No,"$489,300",Indianapolis
7736 Spring Ridge Dr,5 Beds,5 Baths,"5,649 sqft ",2005,Garage,No,"$724,900",Indianapolis
7037 Grosvenor Pl,4 Beds,3 Baths,"2,008 sqft",1965,Garage,No,"$315,000",Indianapolis
7254 Lesley Ave,3 Beds,3 Baths,"2,041 sqft ",1961,Garage,No,"$314,900",Indianapolis
537 E 33rd St,3 Beds,2 Baths,"1,908 sqft",1911,Open Parking,No,"$210,000",Indianapolis
6019 N Park Ave,3 Beds,2 Baths,"2,600 sqft",1936,Garage,No,"$440,000",Indianapolis
8408 E 36th St,3 Beds,2 Baths,"2,016 sqft",1970,Garage,No,"$119,900",Indianapolis
4302 Forest Manor Ave,3 Beds,2 Baths,"1,412 sqft ",1953,Garage,No,"$180,000",Indianapolis
949 W 32nd St,3 Beds,2 Baths,"1,063 sqft",1958,No Info,No,"$149,900",Indianapolis
6565 Bergeson Way,5 Beds,5 Baths,"5,428 sqft ",1997,Garage,No,"$737,950",Indianapolis
6818 Perry Ct,3 Beds,2 Baths,"1,716 sqft ",1980,Garage,No,"$240,000",Indianapolis
1122 N Emerson Ave,2 Beds,3 Baths,"3,426 sqft",1929,Garage,No,"$165,900",Indianapolis
Address Not Disclosed,4 Beds,2 Baths,"1,689 sqft",1968,Garage,No,"$165,000",Indianapolis
10906 Westfield Blvd,2 Beds,1 Bath,"1,579 sqft ",1940,Garage,No,"$205,000",Indianapolis
4405 S State Ave,3 Beds,2 Baths,"2,776 sqft",1954,Garage,No,"$185,000",Indianapolis
4634 E 56th St,3 Beds,2 Baths,"4,066 sqft ",1951,Garage,No,"$315,000",Indianapolis
45 N Sherman Dr,3 Beds,2 Baths,"2,924 sqft",1900,No Info,No,"$74,900",Indianapolis
6314 N Keystone Ave,4 Beds,2 Baths,"2,352 sqft",1953,Garage,No,"$198,000",Indianapolis
3736 Spring Hollow Rd,4 Beds,6 Baths,"8,628 sqft ",1917,Garage,No,"$1,799,500",Indianapolis
3034 N Pennsylvania St #1,2 Beds,3 Baths,"1,484 sqft",1913,Garage,,"$300,000",Indianapolis
39 W 46th St,4 Beds,4 Baths,"4,156 sqft ",1924,Garage,No,"$539,900",Indianapolis
Lafayette Plan in The Pointe by D.R. Horton - Indiana,3 Beds,2 Baths,"1,583 sqft",2021,No Info,No,"$239,145+",Indianapolis
909 Fayette St,2 Beds,2 Baths,"1,776 sqft",1910,Garage,No,"$279,900",Indianapolis
1902 N Bancroft St,3 Beds,2 Baths,"1,696 sqft",1949,Garage,No,"$149,900",Indianapolis
1946 Holloway Ave,3 Beds,3 Baths,"2,089 sqft",1920,Garage,No,"$179,500",Indianapolis
3315 Davis Dr,3 Beds,1 Bath,"1,073 sqft",1958,Garage,No,"$125,000",Indianapolis
7726 Spring Ridge Dr,5 Beds,5 Baths,"7,926 sqft ",2006,Garage,No,"$950,000",Indianapolis
5947 Crestview Ave,3 Beds,2 Baths,"3,797 sqft",1939,Garage,No,"$420,000",Indianapolis
1138 N Warman Ave,2 Beds,1 Bath,"1,572 sqft",1919,No Info,No,"$69,500",Indianapolis
1351 N Lasalle St,4 Beds,2 Baths,,1925,Garage,,"$149,900",Indianapolis
105 Kenwood Cir,5 Beds,3 Baths,"3,322 sqft ",1971,Garage,No,"$449,900",Indianapolis
4416 Downes Dr,3 Beds,1 Bath,956 sqft ,1983,Garage,No,"$112,000",Indianapolis
7569 Ballinshire S,4 Beds,5 Baths,"5,473 sqft ",1990,Garage,No,"$549,900",Indianapolis
4060 Graceland Ave,3 Beds,2 Baths,"2,136 sqft",1912,No Info,No,"$213,000",Indianapolis
11549 Coastal Dr,2 Beds,2 Baths,"1,504 sqft",1996,Garage,,"$139,900",Indianapolis
1145 W 28th St,3 Beds,1 Bath,900 sqft,1900,No Info,No,"$59,900",Indianapolis
3539 Graceland Ave,3 Beds,3 Baths,"2,071 sqft",1920,No Info,No,"$215,000",Indianapolis
9509 Timber View Dr,3 Beds,2 Baths,"1,820 sqft",1982,Open Parking,,"$159,900",Indianapolis
10938 E Mount Vernon Trl N,2 Beds,2 Baths,"1,318 sqft",1988,Garage,No,"$171,900",Indianapolis
6526 Jade Stream Ct #207,2 Beds,2 Baths,"1,124 sqft",2002,No Info,,"$146,000",Indianapolis
809 S Randolph St,3 Beds,3 Baths,"2,730 sqft",1900,Garage,No,"$325,000",Indianapolis
5925 Andover Rd,4 Beds,2 Baths,"3,894 sqft ",1960,Garage,No,"$370,000",Indianapolis
2202 Cold Spring Rd,2 Beds,2 Baths,"2,796 sqft ",1952,Garage,No,"$175,000",Indianapolis
2235 E 58th St,2 Beds,2 Baths,"1,861 sqft",1949,Garage,No,"$249,900",Indianapolis
7824 Hearthstone Way,3 Beds,2 Baths,"1,260 sqft ",1975,Garage,No,"$215,000",Indianapolis
4850 Dandy Trl,5 Beds,4 Baths,"6,996 sqft ",2005,Garage,No,"$1,155,000",Indianapolis
450 E Vermont St,5 Beds,5 Baths,"7,601 sqft",1998,Garage,No,"$2,200,000",Indianapolis
2357 Southeastern Ave,3 Beds,2 Baths,"2,048 sqft",1900,Garage,No,"$159,000",Indianapolis
2907 N Delaware St,5 Beds,2 Baths,"2,656 sqft",1910,No Info,No,"$239,900",Indianapolis
2448 N Irwin St,4 Beds,2 Baths,"1,440 sqft ",1961,Open Parking,No,"$95,000",Indianapolis
5181 N High School Rd,6 Beds,5 Baths,"4,930 sqft ",1960,Garage,No,"$275,000",Indianapolis
501 Fairway Dr,4 Beds,4 Baths,"2,785 sqft ",1956,Garage,No,"$559,900",Indianapolis
4515 Bonnie Brae St,3 Beds,2 Baths,"1,508 sqft ",1950,Garage,No,"$199,900",Indianapolis
717 N Emerson Ave,4 Beds,2 Baths,"2,795 sqft",1924,Garage,No,"$165,000",Indianapolis
7419 Sylvan Ridge Rd,1 Bed,3 Baths,"2,027 sqft",1980,Garage,Pool,"$265,000",Indianapolis
614 Woods Crossing Dr,3 Beds,2 Baths,"1,244 sqft",1994,Garage,No,"$163,900",Indianapolis
2920 Hillside Ave,3 Beds,3 Baths,"1,864 sqft",1946,Open Parking,No,"$129,900",Indianapolis
